region,month_name,total_sales
South,Mar,186595.0
South,Jan,168697.0
East,Apr,269829.0
East,Nov,250842.0
Central,May,205193.0
East,Mar,258728.0
Central,Oct,193245.0
South,Nov,170731.0
Central,Apr,209830.0
South,Jul,113338.0
Central,Mar,227914.0
East,Jan,275814.0
West,Apr,283612.0
East,Sep,235112.0
South,Sep,163387.0
West,Aug,237242.0
Central,Nov,187553.0
South,Feb,166057.0
West,Mar,265319.0
South,Dec,182591.0
East,Feb,248557.0
West,Dec,311808.0
West,Sep,257520.0
Central,Sep,192773.0
South,Aug,160002.0
East,Jun,243080.0
West,Jan,281935.0
South,Apr,153604.0
Central,Dec,202391.0
West,Oct,263584.0
Central,Jun,190474.0
Central,Aug,209611.0
East,Oct,313477.0
West,Jun,272175.0
West,Jul,274105.0
West,Nov,269778.0
East,Dec,271044.0
South,Jun,153083.0
East,Jul,255954.0
East,May,263384.0
South,Oct,193427.0
Central,Jul,211507.0
Central,Jan,195400.0
East,Aug,253274.0
Central,Feb,216691.0
South,May,183661.0
West,May,258087.0
West,Feb,188127.0
