region,month_name,total_sales
South,Mar,188443.0
South,Jan,169494.0
East,Apr,272350.0
East,Nov,253408.0
Central,May,206049.0
East,Mar,259332.0
Central,Oct,194799.0
South,Nov,171456.0
Central,Apr,211984.0
South,Jul,113718.0
Central,Mar,228030.0
East,Jan,278124.0
West,Apr,287152.0
East,Sep,236456.0
South,Sep,164729.0
West,Aug,239586.0
Central,Nov,189974.0
South,Feb,167688.0
West,Mar,267340.0
South,Dec,184083.0
East,Feb,250126.0
West,Dec,317369.0
West,Sep,269943.0
Central,Sep,193225.0
South,Aug,161594.0
East,Jun,244591.0
West,Jan,286472.0
South,Apr,155281.0
Central,Dec,203450.0
West,Oct,268965.0
Central,Jun,190934.0
Central,Aug,212287.0
East,Oct,316413.0
West,Jun,278037.0
West,Jul,280100.0
West,Nov,274119.0
East,Dec,274051.0
South,Jun,153559.0
East,Jul,256970.0
East,May,265580.0
South,Oct,193427.0
Central,Jul,213477.0
Central,Jan,196234.0
East,Aug,255892.0
Central,Feb,218409.0
South,May,184676.0
West,May,261667.0
West,Feb,190153.0
