segment,month_name,total_sales,total_profit
Corporate,Oct,264168.0,46079.0
Home Office,Jul,140958.0,25413.0
Consumer,Jul,373776.0,67648.0
Corporate,Mar,245215.0,41614.0
Consumer,Nov,351146.0,60151.0
Home Office,Aug,129749.0,22607.0
Consumer,Aug,389952.0,71223.0
Corporate,Aug,228914.0,39751.0
Home Office,Apr,130020.0,22413.0
Consumer,Jun,366386.0,65259.0
Consumer,May,396400.0,70179.0
Home Office,Sep,116761.0,20906.0
Corporate,Jul,209156.0,38162.0
Corporate,Dec,277786.0,48788.0
Corporate,May,258421.0,45548.0
Corporate,Apr,254624.0,43077.0
Home Office,May,134907.0,24771.0
Home Office,Jan,139649.0,25914.0
Home Office,Jun,120173.0,22473.0
Consumer,Sep,392651.0,68608.0
Home Office,Mar,160179.0,25541.0
Consumer,Apr,409717.0,72888.0
Home Office,Nov,141853.0,24830.0
Home Office,Oct,165732.0,28969.0
Consumer,Dec,424845.0,75261.0
Corporate,Nov,270514.0,44401.0
Corporate,Sep,229043.0,40562.0
Corporate,Feb,242215.0,39925.0
Home Office,Feb,121691.0,21806.0
Consumer,Mar,431900.0,77221.0
Consumer,Oct,430645.0,76591.0
Corporate,Jan,290433.0,48678.0
Consumer,Jan,372303.0,66128.0
Corporate,Jun,222759.0,39179.0
Home Office,Dec,148338.0,24079.0
Consumer,Feb,353283.0,65102.0
