category,month,total_sales,total_profit
Furniture,Sep,200227.0,33758.0
Furniture,Oct,188318.0,34575.0
Furniture,Mar,226095.0,41392.0
Office Supplies,Feb,534559.0,94135.0
Technology,Jul,199097.0,34857.0
Office Supplies,Dec,594924.0,103507.0
Furniture,Aug,183455.0,33096.0
Office Supplies,Jul,536266.0,98219.0
Office Supplies,Jun,515086.0,94358.0
Technology,Sep,180149.0,32782.0
Technology,Dec,239000.0,41723.0
Technology,Jun,211387.0,38547.0
Office Supplies,Jan,597038.0,103146.0
Technology,Aug,196404.0,34300.0
Technology,Oct,240689.0,41287.0
Technology,Jan,198051.0,36120.0
Office Supplies,Mar,582359.0,98156.0
Office Supplies,Aug,519007.0,91526.0
Office Supplies,Sep,522767.0,92377.0
Office Supplies,Oct,592234.0,104681.0
Furniture,Nov,183924.0,31373.0
Office Supplies,Nov,518169.0,89065.0
Technology,May,189510.0,31504.0
Furniture,Feb,153231.0,28534.0
Office Supplies,Apr,532634.0,94005.0
Furniture,Jan,181843.0,31618.0
Furniture,Jun,183348.0,31570.0
Technology,Nov,224327.0,39590.0
Technology,Mar,175201.0,29856.0
Technology,Feb,170197.0,28808.0
Furniture,Apr,202441.0,36208.0
Technology,Apr,242736.0,41066.0
Furniture,Dec,213717.0,40189.0
Office Supplies,May,596366.0,107656.0
Furniture,Jul,169247.0,30359.0
Furniture,May,184951.0,34111.0
