segment,month_name,total_sales,total_profit
Corporate,Oct,244349.0,42434.0
Home Office,Jul,127798.0,22864.0
Consumer,Jul,327151.0,59203.0
Corporate,Mar,215148.0,36192.0
Consumer,Nov,316124.0,53999.0
Home Office,Aug,119840.0,20879.0
Consumer,Aug,362202.0,65808.0
Corporate,Aug,202222.0,35281.0
Home Office,Apr,120534.0,20701.0
Consumer,Jun,327670.0,59165.0
Consumer,May,357153.0,63131.0
Home Office,Sep,99621.0,16728.0
Corporate,Jul,193941.0,35539.0
Corporate,Dec,262970.0,46411.0
Corporate,May,234825.0,41666.0
Corporate,Apr,230390.0,40096.0
Home Office,May,127136.0,23511.0
Home Office,Jan,130789.0,24364.0
Home Office,Jun,104500.0,19315.0
Consumer,Sep,352793.0,60462.0
Home Office,Mar,149142.0,23578.0
Consumer,Apr,343812.0,60967.0
Home Office,Nov,136164.0,23838.0
Home Office,Oct,154803.0,27086.0
Consumer,Dec,387675.0,68369.0
Corporate,Nov,252880.0,41357.0
Corporate,Sep,196097.0,34256.0
Corporate,Feb,217155.0,36284.0
Home Office,Feb,111211.0,19846.0
Consumer,Mar,392843.0,69856.0
Consumer,Oct,383918.0,66830.0
Corporate,Jan,260475.0,44980.0
Consumer,Jan,332281.0,60088.0
Corporate,Jun,203193.0,35880.0
Home Office,Dec,137109.0,22325.0
Consumer,Feb,329490.0,61053.0
