segment,month_name,total_sales,total_profit
Corporate,Oct,364845.0,63416.0
Home Office,Jul,224852.0,41493.0
Consumer,Jul,539776.0,94501.0
Corporate,Mar,311843.0,52966.0
Consumer,Nov,515919.0,88408.0
Home Office,Aug,194160.0,35083.0
Consumer,Aug,558903.0,99959.0
Corporate,Aug,316504.0,54536.0
Home Office,Apr,207267.0,36095.0
Consumer,Jun,535851.0,96464.0
Consumer,May,596779.0,105858.0
Home Office,Sep,174667.0,30658.0
Corporate,Jul,306271.0,54943.0
Corporate,Dec,395675.0,68538.0
Corporate,May,346381.0,61564.0
Corporate,Apr,352486.0,60970.0
Home Office,May,206810.0,37776.0
Home Office,Jan,202500.0,37374.0
Home Office,Jun,181726.0,33435.0
Consumer,Sep,560752.0,99520.0
Home Office,Mar,225027.0,37155.0
Consumer,Apr,607439.0,106805.0
Home Office,Nov,200759.0,35277.0
Home Office,Oct,222269.0,39244.0
Consumer,Dec,637348.0,115105.0
Corporate,Nov,370974.0,63850.0
Corporate,Sep,321150.0,57488.0
Corporate,Feb,322734.0,53241.0
Home Office,Feb,174954.0,31672.0
Consumer,Mar,611427.0,108080.0
Consumer,Oct,598701.0,105546.0
Corporate,Jan,414313.0,69945.0
Consumer,Jan,533621.0,93786.0
Corporate,Jun,341278.0,61937.0
Home Office,Dec,219138.0,37750.0
Consumer,Feb,516833.0,94409.0
