category,month,total_sales,total_profit
Furniture,Sep,194320.0,32496.0
Furniture,Oct,183144.0,33975.0
Furniture,Mar,218818.0,40184.0
Office Supplies,Feb,523929.0,92171.0
Technology,Jul,190605.0,33530.0
Office Supplies,Dec,581499.0,101226.0
Furniture,Aug,177962.0,31999.0
Office Supplies,Jul,521857.0,96072.0
Office Supplies,Jun,497083.0,91536.0
Technology,Sep,175848.0,32059.0
Technology,Dec,227751.0,40219.0
Technology,Jun,207029.0,37651.0
Office Supplies,Jan,570417.0,98995.0
Technology,Aug,192873.0,33726.0
Technology,Oct,237261.0,40647.0
Technology,Jan,194087.0,35302.0
Office Supplies,Mar,558827.0,94549.0
Office Supplies,Aug,506434.0,89534.0
Office Supplies,Sep,503510.0,89027.0
Office Supplies,Oct,562698.0,99893.0
Furniture,Nov,175182.0,29584.0
Office Supplies,Nov,509938.0,87687.0
Technology,May,182567.0,30397.0
Furniture,Feb,148546.0,27622.0
Office Supplies,Apr,508588.0,89962.0
Furniture,Jan,177043.0,30824.0
Furniture,Jun,181207.0,31092.0
Technology,Nov,208871.0,36445.0
Technology,Mar,169039.0,28664.0
Technology,Feb,163635.0,27752.0
Furniture,Apr,196607.0,35051.0
Technology,Apr,228261.0,38729.0
Furniture,Dec,186413.0,33334.0
Office Supplies,May,568788.0,101989.0
Furniture,Jul,159602.0,28230.0
Furniture,May,177916.0,33096.0
