region,month_name,total_sales
South,Mar,257728.0
South,Jan,246100.0
East,Apr,404013.0
East,Nov,363720.0
Central,May,299493.0
East,Mar,388675.0
Central,Oct,300352.0
South,Nov,246740.0
Central,Apr,320444.0
South,Jul,184893.0
Central,Mar,338808.0
East,Jan,398969.0
West,Apr,417723.0
East,Sep,376582.0
South,Sep,227185.0
West,Aug,354970.0
Central,Nov,287285.0
South,Feb,233612.0
West,Mar,383920.0
South,Dec,260374.0
East,Feb,399604.0
West,Dec,480054.0
West,Sep,411432.0
Central,Sep,273423.0
South,Aug,235318.0
East,Jun,359331.0
West,Jan,439375.0
South,Apr,253749.0
Central,Dec,329129.0
West,Oct,409108.0
Central,Jun,299156.0
Central,Aug,319101.0
East,Oct,428947.0
West,Jun,391075.0
West,Jul,396598.0
West,Nov,398787.0
East,Dec,415389.0
South,Jun,240749.0
East,Jul,402705.0
East,May,392185.0
South,Oct,284505.0
Central,Jul,332036.0
Central,Jan,310417.0
East,Aug,358975.0
Central,Feb,317562.0
South,May,273822.0
West,May,398206.0
West,Feb,296722.0
