state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,122,1
Alabama,Binders,89,2
Alabama,Furnishings,54,3
Alabama,Accessories,46,4
Alabama,Storage,38,5
Alabama,Art,35,6
Alabama,Phones,35,6
Alabama,Chairs,31,8
Alabama,Appliances,28,9
Alabama,Tables,26,10
Alabama,Envelopes,25,11
Alabama,Labels,16,12
Alabama,Bookcases,16,12
Alabama,Fasteners,11,14
Alabama,Supplies,10,15
Alabama,Copiers,8,16
Arizona,Paper,388,1
Arizona,Binders,340,2
Arizona,Furnishings,329,3
Arizona,Phones,292,4
Arizona,Art,254,5
Arizona,Accessories,218,6
Arizona,Storage,214,7
Arizona,Appliances,153,8
Arizona,Labels,150,9
Arizona,Chairs,143,10
Arizona,Envelopes,98,11
Arizona,Tables,94,12
Arizona,Machines,93,13
Arizona,Bookcases,91,14
Arizona,Fasteners,47,15
Arizona,Supplies,44,16
Arizona,Copiers,23,17
Arkansas,Furnishings,53,1
Arkansas,Art,50,2
Arkansas,Phones,48,3
Arkansas,Paper,44,4
Arkansas,Binders,38,5
Arkansas,Storage,27,6
Arkansas,Labels,18,7
Arkansas,Fasteners,18,7
Arkansas,Appliances,16,9
Arkansas,Accessories,16,9
Arkansas,Chairs,13,11
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2756,1
California,Binders,2185,2
California,Phones,1959,3
California,Furnishings,1856,4
California,Art,1811,5
California,Accessories,1535,6
California,Storage,1404,7
California,Appliances,1135,8
California,Chairs,933,9
California,Machines,777,10
California,Labels,746,11
California,Envelopes,608,12
California,Tables,594,13
California,Bookcases,573,14
California,Supplies,450,15
California,Fasteners,379,16
California,Copiers,121,17
Colorado,Binders,352,1
Colorado,Paper,341,2
Colorado,Furnishings,254,3
Colorado,Phones,251,4
Colorado,Art,201,5
Colorado,Storage,195,6
Colorado,Accessories,152,7
Colorado,Appliances,119,8
Colorado,Machines,110,9
Colorado,Chairs,103,10
Colorado,Labels,88,11
Colorado,Envelopes,82,12
Colorado,Bookcases,82,12
Colorado,Tables,78,14
Colorado,Supplies,68,15
Colorado,Fasteners,44,16
Colorado,Copiers,10,17
Connecticut,Furnishings,83,1
Connecticut,Phones,79,2
Connecticut,Binders,77,3
