region,month_name,total_sales
South,Mar,190429.0
South,Jan,176212.0
East,Apr,287370.0
East,Nov,265833.0
Central,May,212679.0
East,Mar,267332.0
Central,Oct,199964.0
South,Nov,173439.0
Central,Apr,214910.0
South,Jul,117807.0
Central,Mar,231744.0
East,Jan,280520.0
West,Apr,291600.0
East,Sep,244526.0
South,Sep,171905.0
West,Aug,243471.0
Central,Nov,193792.0
South,Feb,168965.0
West,Mar,273687.0
South,Dec,186214.0
East,Feb,260439.0
West,Dec,337119.0
West,Sep,276666.0
Central,Sep,197456.0
South,Aug,167134.0
East,Jun,253547.0
West,Jan,301078.0
South,Apr,163119.0
Central,Dec,218813.0
West,Oct,276335.0
Central,Jun,204955.0
Central,Aug,218964.0
East,Oct,331575.0
West,Jun,286033.0
West,Jul,289121.0
West,Nov,280710.0
East,Dec,286953.0
South,Jun,156717.0
East,Jul,263402.0
East,May,270432.0
South,Oct,202165.0
Central,Jul,217630.0
Central,Jan,206627.0
East,Aug,258961.0
Central,Feb,222668.0
South,May,192459.0
West,May,274542.0
West,Feb,194459.0
