category,month,total_sales,total_profit
Furniture,Sep,174130.0,29042.0
Furniture,Oct,167944.0,31243.0
Furniture,Mar,200969.0,37077.0
Office Supplies,Feb,460722.0,81414.0
Technology,Jul,168117.0,29591.0
Office Supplies,Dec,515946.0,89273.0
Furniture,Aug,162178.0,29140.0
Office Supplies,Jul,441903.0,81684.0
Office Supplies,Jun,419027.0,77138.0
Technology,Sep,146834.0,26473.0
Technology,Dec,192794.0,33358.0
Technology,Jun,181974.0,33299.0
Office Supplies,Jan,484997.0,84046.0
Technology,Aug,165502.0,29043.0
Technology,Oct,209711.0,34872.0
Technology,Jan,168949.0,31023.0
Office Supplies,Mar,505618.0,84590.0
Office Supplies,Aug,443527.0,79257.0
Office Supplies,Sep,445780.0,79847.0
Office Supplies,Oct,507200.0,90136.0
Furniture,Nov,160718.0,27243.0
Office Supplies,Nov,425066.0,71417.0
Technology,May,161955.0,27036.0
Furniture,Feb,130339.0,24667.0
Office Supplies,Apr,445882.0,79217.0
Furniture,Jan,159656.0,27739.0
Furniture,Jun,132049.0,21856.0
Technology,Nov,188722.0,32940.0
Technology,Mar,148098.0,25423.0
Technology,Feb,144122.0,24381.0
Furniture,Apr,167570.0,29244.0
Technology,Apr,198853.0,33393.0
Furniture,Dec,160755.0,28694.0
Office Supplies,May,484700.0,86449.0
Furniture,Jul,133462.0,23347.0
Furniture,May,159930.0,29849.0
