category,month,total_sales,total_profit
Furniture,Sep,278426.0,48540.0
Furniture,Oct,273949.0,49149.0
Furniture,Mar,302654.0,55580.0
Office Supplies,Feb,741959.0,132385.0
Technology,Jul,312997.0,52606.0
Office Supplies,Dec,831371.0,143421.0
Furniture,Aug,262512.0,47156.0
Office Supplies,Jul,744218.0,134711.0
Office Supplies,Jun,731020.0,132976.0
Technology,Sep,259172.0,45620.0
Technology,Dec,342376.0,62007.0
Technology,Jun,309381.0,55396.0
Office Supplies,Jan,834418.0,146628.0
Technology,Aug,269123.0,47739.0
Technology,Oct,326740.0,55635.0
Technology,Jan,288474.0,50866.0
Office Supplies,Mar,809135.0,137060.0
Office Supplies,Aug,728835.0,128312.0
Office Supplies,Sep,737959.0,131596.0
Office Supplies,Oct,812033.0,141856.0
Furniture,Nov,250320.0,43313.0
Office Supplies,Nov,745686.0,126809.0
Technology,May,270574.0,45677.0
Furniture,Feb,246438.0,46156.0
Office Supplies,Apr,767795.0,135361.0
Furniture,Jan,261766.0,45931.0
Furniture,Jun,240724.0,41399.0
Technology,Nov,294981.0,53041.0
Technology,Mar,247452.0,42185.0
Technology,Feb,246219.0,39940.0
Furniture,Apr,279288.0,49393.0
Technology,Apr,343630.0,58884.0
Furniture,Dec,298416.0,54661.0
Office Supplies,May,831190.0,149209.0
Furniture,Jul,251700.0,43485.0
Furniture,May,256078.0,47151.0
