category,month,total_sales,total_profit
Furniture,Sep,269179.0,46600.0
Furniture,Oct,260227.0,46655.0
Furniture,Mar,295389.0,54305.0
Office Supplies,Feb,714614.0,127611.0
Technology,Jul,292471.0,49796.0
Office Supplies,Dec,792149.0,137386.0
Furniture,Aug,253546.0,45662.0
Office Supplies,Jul,723529.0,130977.0
Office Supplies,Jun,699355.0,126894.0
Technology,Sep,241242.0,43172.0
Technology,Dec,330622.0,60179.0
Technology,Jun,293368.0,53234.0
Office Supplies,Jan,794688.0,137883.0
Technology,Aug,251629.0,44554.0
Technology,Oct,315949.0,53636.0
Technology,Jan,278372.0,49107.0
Office Supplies,Mar,776629.0,130806.0
Office Supplies,Aug,698547.0,122732.0
Office Supplies,Sep,702330.0,124239.0
Office Supplies,Oct,783290.0,136456.0
Furniture,Nov,240487.0,41532.0
Office Supplies,Nov,721021.0,123105.0
Technology,May,250588.0,42988.0
Furniture,Feb,238492.0,44580.0
Office Supplies,Apr,727908.0,127671.0
Furniture,Jan,246830.0,43209.0
Furniture,Jun,233309.0,40381.0
Technology,Nov,286460.0,51538.0
Technology,Mar,231223.0,40267.0
Technology,Feb,234258.0,38338.0
Furniture,Apr,269112.0,47489.0
Technology,Apr,333600.0,57056.0
Furniture,Dec,289177.0,52875.0
Office Supplies,May,792761.0,141782.0
Furniture,Jul,241915.0,41566.0
Furniture,May,248015.0,45641.0
