segment,month_name,total_sales,total_profit
Corporate,Oct,244932.0,42555.0
Home Office,Jul,128924.0,23009.0
Consumer,Jul,329027.0,59530.0
Corporate,Mar,215958.0,36341.0
Consumer,Nov,322579.0,55157.0
Home Office,Aug,119840.0,20879.0
Consumer,Aug,363134.0,65991.0
Corporate,Aug,203548.0,35543.0
Home Office,Apr,120797.0,20748.0
Consumer,Jun,328468.0,59253.0
Consumer,May,358030.0,63235.0
Home Office,Sep,99621.0,16728.0
Corporate,Jul,195340.0,35882.0
Corporate,Dec,263503.0,46553.0
Corporate,May,235685.0,41821.0
Corporate,Apr,232082.0,40273.0
Home Office,May,127427.0,23582.0
Home Office,Jan,130789.0,24364.0
Home Office,Jun,105420.0,19547.0
Consumer,Sep,353440.0,60599.0
Home Office,Mar,149575.0,23640.0
Consumer,Apr,344727.0,61139.0
Home Office,Nov,136512.0,23892.0
Home Office,Oct,158987.0,27969.0
Consumer,Dec,388993.0,68668.0
Corporate,Nov,255427.0,41740.0
Corporate,Sep,198415.0,34657.0
Corporate,Feb,219395.0,36698.0
Home Office,Feb,112149.0,20032.0
Consumer,Mar,396245.0,70540.0
Consumer,Oct,384757.0,66948.0
Corporate,Jan,261668.0,45140.0
Consumer,Jan,332648.0,60149.0
Corporate,Jun,204026.0,36081.0
Home Office,Dec,137109.0,22325.0
Consumer,Feb,331584.0,61443.0
