category,month,total_sales,total_profit
Furniture,Sep,183434.0,30632.0
Furniture,Oct,172730.0,32054.0
Furniture,Mar,208796.0,38343.0
Office Supplies,Feb,475989.0,83821.0
Technology,Jul,175224.0,30800.0
Office Supplies,Dec,540119.0,93775.0
Furniture,Aug,168333.0,30310.0
Office Supplies,Jul,479713.0,88434.0
Office Supplies,Jun,440927.0,81250.0
Technology,Sep,154652.0,27861.0
Technology,Dec,209247.0,36943.0
Technology,Jun,196982.0,35684.0
Office Supplies,Jan,526715.0,91146.0
Technology,Aug,174150.0,30291.0
Technology,Oct,218285.0,36401.0
Technology,Jan,177955.0,32620.0
Office Supplies,Mar,536256.0,90837.0
Office Supplies,Aug,467637.0,83522.0
Office Supplies,Sep,468031.0,83351.0
Office Supplies,Oct,525602.0,93087.0
Furniture,Nov,168785.0,28641.0
Office Supplies,Nov,459109.0,78213.0
Technology,May,171098.0,28695.0
Furniture,Feb,135510.0,25567.0
Office Supplies,Apr,467579.0,82759.0
Furniture,Jan,166706.0,28988.0
Furniture,Jun,158190.0,26245.0
Technology,Nov,196244.0,34183.0
Technology,Mar,158110.0,26763.0
Technology,Feb,153035.0,25918.0
Furniture,Apr,174921.0,30656.0
Technology,Apr,213294.0,36184.0
Furniture,Dec,173006.0,30899.0
Office Supplies,May,515789.0,91609.0
Furniture,Jul,140439.0,24678.0
Furniture,May,165978.0,30898.0
