category,month,total_sales,total_profit
Furniture,Sep,178912.0,29730.0
Furniture,Oct,171473.0,31931.0
Furniture,Mar,207147.0,38100.0
Office Supplies,Feb,473847.0,83414.0
Technology,Jul,172384.0,30204.0
Office Supplies,Dec,533377.0,92825.0
Furniture,Aug,166251.0,29871.0
Office Supplies,Jul,457234.0,84205.0
Office Supplies,Jun,434393.0,79989.0
Technology,Sep,152306.0,27388.0
Technology,Dec,207117.0,36526.0
Technology,Jun,194884.0,35299.0
Office Supplies,Jan,506670.0,87818.0
Technology,Aug,172141.0,29973.0
Technology,Oct,215240.0,35956.0
Technology,Jan,176100.0,32197.0
Office Supplies,Mar,531506.0,89999.0
Office Supplies,Aug,462218.0,82548.0
Office Supplies,Sep,461671.0,82506.0
Office Supplies,Oct,519663.0,92235.0
Furniture,Nov,167526.0,28347.0
Office Supplies,Nov,444923.0,74980.0
Technology,May,169303.0,28284.0
Furniture,Feb,134821.0,25464.0
Office Supplies,Apr,460464.0,81474.0
Furniture,Jan,164935.0,28652.0
Furniture,Jun,155473.0,25911.0
Technology,Nov,193197.0,33688.0
Technology,Mar,156032.0,26358.0
Technology,Feb,149826.0,25368.0
Furniture,Apr,172294.0,30188.0
Technology,Apr,211721.0,35918.0
Furniture,Dec,168516.0,30099.0
Office Supplies,May,509572.0,90563.0
Furniture,Jul,138728.0,24315.0
Furniture,May,164292.0,30584.0
