state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,177,1
Alabama,Binders,143,2
Alabama,Furnishings,104,3
Alabama,Art,98,4
Alabama,Accessories,94,5
Alabama,Storage,83,6
Alabama,Phones,77,7
Alabama,Chairs,58,8
Alabama,Envelopes,49,9
Alabama,Appliances,38,10
Alabama,Tables,32,11
Alabama,Labels,30,12
Alabama,Machines,29,13
Alabama,Bookcases,28,14
Alabama,Supplies,25,15
Alabama,Fasteners,20,16
Alabama,Copiers,8,17
Arizona,Paper,550,1
Arizona,Binders,473,2
Arizona,Furnishings,422,3
Arizona,Phones,398,4
Arizona,Art,329,5
Arizona,Accessories,322,6
Arizona,Storage,284,7
Arizona,Appliances,216,8
Arizona,Chairs,200,9
Arizona,Labels,165,10
Arizona,Envelopes,134,11
Arizona,Machines,130,12
Arizona,Bookcases,130,12
Arizona,Tables,126,14
Arizona,Fasteners,64,15
Arizona,Supplies,63,16
Arizona,Copiers,31,17
Arkansas,Furnishings,65,1
Arkansas,Phones,63,2
Arkansas,Art,55,3
Arkansas,Paper,44,4
Arkansas,Binders,40,5
Arkansas,Storage,27,6
Arkansas,Appliances,25,7
Arkansas,Fasteners,23,8
Arkansas,Accessories,20,9
Arkansas,Labels,18,10
Arkansas,Tables,15,11
Arkansas,Machines,15,11
Arkansas,Chairs,13,13
Arkansas,Envelopes,4,14
California,Paper,4005,1
California,Binders,3064,2
California,Phones,2737,3
California,Art,2567,4
California,Furnishings,2449,5
California,Accessories,2144,6
California,Storage,1923,7
California,Appliances,1542,8
California,Chairs,1260,9
California,Machines,1103,10
California,Labels,1064,11
California,Tables,797,12
California,Envelopes,797,12
California,Bookcases,777,14
California,Supplies,599,15
California,Fasteners,578,16
California,Copiers,199,17
Colorado,Binders,472,1
Colorado,Paper,469,2
Colorado,Furnishings,338,3
Colorado,Phones,332,4
Colorado,Art,321,5
Colorado,Storage,282,6
Colorado,Accessories,247,7
Colorado,Chairs,187,8
Colorado,Appliances,172,9
Colorado,Machines,140,10
Colorado,Labels,136,11
Colorado,Bookcases,114,12
Colorado,Supplies,108,13
Colorado,Envelopes,106,14
Colorado,Tables,99,15
Colorado,Fasteners,48,16
Colorado,Copiers,17,17
Connecticut,Paper,106,1
Connecticut,Binders,104,2
Connecticut,Furnishings,97,3
Connecticut,Art,86,4
Connecticut,Phones,85,5
Connecticut,Accessories,73,6
Connecticut,Storage,70,7
Connecticut,Appliances,65,8
Connecticut,Labels,47,9
Connecticut,Machines,44,10
Connecticut,Chairs,31,11
Connecticut,Supplies,24,12
Connecticut,Fasteners,23,13
Connecticut,Envelopes,22,14
Connecticut,Bookcases,22,14
Connecticut,Tables,21,16
Connecticut,Copiers,2,17
Delaware,Storage,159,1
Delaware,Furnishings,154,2
Delaware,Paper,117,3
Delaware,Phones,88,4
Delaware,Accessories,86,5
Delaware,Binders,79,6
Delaware,Appliances,69,7
Delaware,Art,67,8
Delaware,Machines,67,8
Delaware,Chairs,61,10
Delaware,Labels,39,11
Delaware,Bookcases,39,11
Delaware,Envelopes,37,13
Delaware,Supplies,28,14
Delaware,Fasteners,19,15
Delaware,Tables,19,15
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,14,3
District of Columbia,Furnishings,12,4
District of Columbia,Fasteners,7,5
District of Columbia,Art,7,5
District of Columbia,Machines,7,5
District of Columbia,Phones,5,8
District of Columbia,Envelopes,3,9
District of Columbia,Chairs,3,9
District of Columbia,Appliances,2,11
District of Columbia,Accessories,2,11
Florida,Paper,802,1
Florida,Binders,607,2
Florida,Art,484,3
Florida,Phones,479,4
Florida,Furnishings,421,5
Florida,Accessories,405,6
Florida,Storage,353,7
Florida,Chairs,261,8
Florida,Appliances,249,9
Florida,Labels,197,10
Florida,Tables,175,11
Florida,Machines,143,12
Florida,Fasteners,123,13
Florida,Envelopes,121,14
Florida,Supplies,106,15
Florida,Bookcases,103,16
Florida,Copiers,27,17
Georgia,Paper,333,1
Georgia,Binders,284,2
Georgia,Phones,268,3
Georgia,Furnishings,246,4
Georgia,Art,165,5
Georgia,Appliances,149,6
Georgia,Chairs,140,7
Georgia,Storage,127,8
Georgia,Accessories,109,9
Georgia,Tables,90,10
Georgia,Bookcases,87,11
Georgia,Labels,76,12
Georgia,Machines,70,13
Georgia,Envelopes,44,14
Georgia,Fasteners,39,15
Georgia,Supplies,38,16
Georgia,Copiers,9,17
Illinois,Paper,958,1
Illinois,Binders,726,2
Illinois,Furnishings,715,3
Illinois,Phones,714,4
Illinois,Art,488,5
Illinois,Accessories,464,6
Illinois,Storage,457,7
Illinois,Appliances,403,8
Illinois,Chairs,363,9
Illinois,Machines,250,10
Illinois,Labels,249,11
Illinois,Tables,222,12
Illinois,Envelopes,205,13
Illinois,Bookcases,170,14
Illinois,Fasteners,127,15
Illinois,Supplies,120,16
Illinois,Copiers,40,17
Indiana,Paper,210,1
Indiana,Binders,178,2
Indiana,Phones,145,3
Indiana,Accessories,141,4
Indiana,Furnishings,137,5
Indiana,Art,134,6
Indiana,Storage,103,7
Indiana,Appliances,85,8
Indiana,Chairs,69,9
Indiana,Labels,58,10
Indiana,Bookcases,53,11
Indiana,Supplies,45,12
Indiana,Machines,39,13
Indiana,Envelopes,37,14
Indiana,Tables,24,15
Indiana,Fasteners,18,16
Indiana,Copiers,10,17
Iowa,Accessories,56,1
Iowa,Phones,48,2
Iowa,Paper,45,3
Iowa,Chairs,36,4
Iowa,Art,34,5
Iowa,Storage,27,6
Iowa,Furnishings,27,6
Iowa,Machines,25,8
Iowa,Binders,20,9
Iowa,Labels,11,10
Iowa,Appliances,10,11
Iowa,Tables,5,12
Iowa,Fasteners,5,12
Iowa,Supplies,3,14
Iowa,Envelopes,2,15
Kansas,Paper,85,1
Kansas,Art,61,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Accessories,26,5
Kansas,Appliances,24,6
Kansas,Fasteners,23,7
Kansas,Binders,23,7
Kansas,Furnishings,20,9
Kansas,Labels,14,10
Kansas,Tables,14,10
