state,total_sales,total_customers
Alabama,66983.0,38
Arizona,340960.0,113
Arkansas,57876.0,7
California,2347999.0,695
Colorado,268344.0,80
Connecticut,83139.0,25
Delaware,86877.0,26
District of Columbia,6729.0,2
Florida,444328.0,121
Georgia,164587.0,79
Illinois,535360.0,180
Indiana,134344.0,42
Iowa,29334.0,17
Kansas,37564.0,5
Kentucky,291706.0,55
Louisiana,61645.0,27
Maryland,41327.0,15
Massachusetts,157756.0,53
Michigan,248306.0,66
Minnesota,195900.0,46
Mississippi,63908.0,19
Missouri,75959.0,27
Nebraska,6313.0,8
Nevada,25100.0,16
New Hampshire,27303.0,11
New Jersey,189082.0,50
New Mexico,8979.0,12
New York,1218678.0,372
North Carolina,351398.0,132
Ohio,566259.0,170
Oklahoma,45216.0,13
Oregon,38623.0,8
Pennsylvania,645702.0,202
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,191421.0,61
Texas,1154785.0,352
Utah,82768.0,27
Virginia,248225.0,70
Washington,555777.0,182
Wisconsin,86094.0,34
