category,month,total_sales,total_profit
Furniture,Sep,172583.0,28760.0
Furniture,Oct,165674.0,30782.0
Furniture,Mar,200693.0,37034.0
Office Supplies,Feb,449386.0,79035.0
Technology,Jul,164942.0,29181.0
Office Supplies,Dec,504805.0,87324.0
Furniture,Aug,159420.0,28652.0
Office Supplies,Jul,434075.0,80026.0
Office Supplies,Jun,401767.0,72880.0
Technology,Sep,143160.0,25945.0
Technology,Dec,189464.0,32801.0
Technology,Jun,180635.0,33114.0
Office Supplies,Jan,480877.0,83302.0
Technology,Aug,163243.0,28659.0
Technology,Oct,207662.0,34546.0
Technology,Jan,167855.0,30846.0
Office Supplies,Mar,493832.0,82722.0
Office Supplies,Aug,432722.0,77339.0
Office Supplies,Sep,427067.0,75854.0
Office Supplies,Oct,493819.0,87578.0
Furniture,Nov,158381.0,26790.0
Office Supplies,Nov,421670.0,70662.0
Technology,May,160855.0,26853.0
Furniture,Feb,127658.0,24188.0
Office Supplies,Apr,436829.0,77148.0
Furniture,Jan,156700.0,27054.0
Furniture,Jun,130514.0,21529.0
Technology,Nov,186415.0,32502.0
Technology,Mar,146108.0,25058.0
Technology,Feb,141852.0,23906.0
Furniture,Apr,163862.0,28642.0
Technology,Apr,197037.0,33172.0
Furniture,Dec,159514.0,28562.0
Office Supplies,May,476453.0,85165.0
Furniture,Jul,129789.0,22844.0
Furniture,May,158246.0,29566.0
