category,month,total_sales,total_profit
Furniture,Sep,222403.0,37837.0
Furniture,Oct,207359.0,38200.0
Furniture,Mar,250199.0,46004.0
Office Supplies,Feb,587407.0,104241.0
Technology,Jul,218072.0,37459.0
Office Supplies,Dec,645491.0,111993.0
Furniture,Aug,215502.0,39275.0
Office Supplies,Jul,598365.0,108962.0
Office Supplies,Jun,563468.0,103094.0
Technology,Sep,197685.0,36028.0
Technology,Dec,274505.0,49279.0
Technology,Jun,234268.0,42919.0
Office Supplies,Jan,670641.0,115772.0
Technology,Aug,212039.0,37315.0
Technology,Oct,257158.0,44014.0
Technology,Jan,216631.0,39466.0
Office Supplies,Mar,639812.0,107344.0
Office Supplies,Aug,579292.0,102169.0
Office Supplies,Sep,574929.0,102248.0
Office Supplies,Oct,644763.0,113698.0
Furniture,Nov,201305.0,34797.0
Office Supplies,Nov,583399.0,99069.0
Technology,May,204868.0,34093.0
Furniture,Feb,168233.0,31421.0
Office Supplies,Apr,600728.0,104377.0
Furniture,Jan,199938.0,34890.0
Furniture,Jun,196616.0,34024.0
Technology,Nov,243770.0,43533.0
Technology,Mar,186926.0,32034.0
Technology,Feb,196231.0,32273.0
Furniture,Apr,215001.0,38249.0
Technology,Apr,277727.0,47589.0
Furniture,Dec,244800.0,44951.0
Office Supplies,May,652442.0,116677.0
Furniture,Jul,186095.0,33020.0
Furniture,May,200771.0,37321.0
