segment,month_name,total_sales,total_profit
Corporate,Oct,318094.0,55787.0
Home Office,Jul,200724.0,36876.0
Consumer,Jul,465270.0,82669.0
Corporate,Mar,281756.0,47741.0
Consumer,Nov,436427.0,76447.0
Home Office,Aug,162916.0,28479.0
Consumer,Aug,494303.0,89129.0
Corporate,Aug,272794.0,47001.0
Home Office,Apr,172141.0,30930.0
Consumer,Jun,462202.0,82590.0
Consumer,May,510012.0,91177.0
Home Office,Sep,146972.0,25905.0
Corporate,Jul,259949.0,47187.0
Corporate,Dec,341070.0,59732.0
Corporate,May,309437.0,54452.0
Corporate,Apr,304916.0,52160.0
Home Office,May,178752.0,32717.0
Home Office,Jan,182645.0,33918.0
Home Office,Jun,159704.0,29859.0
Consumer,Sep,495556.0,86930.0
Home Office,Mar,190887.0,30554.0
Consumer,Apr,529672.0,93275.0
Home Office,Nov,176168.0,30693.0
Home Office,Oct,193261.0,33895.0
Consumer,Dec,554493.0,100808.0
Corporate,Nov,332709.0,56249.0
Corporate,Sep,279855.0,49807.0
Corporate,Feb,283974.0,46415.0
Home Office,Feb,150463.0,26985.0
Consumer,Mar,536590.0,95333.0
Consumer,Oct,537099.0,95523.0
Corporate,Jan,354554.0,59394.0
Consumer,Jan,471447.0,82722.0
Corporate,Jun,307838.0,55721.0
Home Office,Dec,194495.0,33416.0
Consumer,Feb,445102.0,82089.0
