category,month,total_sales,total_profit
Furniture,Sep,165673.0,27416.0
Furniture,Oct,156554.0,29253.0
Furniture,Mar,192090.0,35552.0
Office Supplies,Feb,429545.0,75475.0
Technology,Jul,156374.0,27666.0
Office Supplies,Dec,481916.0,83492.0
Furniture,Aug,152488.0,27335.0
Office Supplies,Jul,403131.0,74264.0
Office Supplies,Jun,379087.0,68724.0
Technology,Sep,133964.0,24373.0
Technology,Dec,179673.0,31148.0
Technology,Jun,174558.0,31997.0
Office Supplies,Jan,447037.0,78649.0
Technology,Aug,153133.0,26433.0
Technology,Oct,194511.0,31986.0
Technology,Jan,158465.0,29304.0
Office Supplies,Mar,456453.0,75540.0
Office Supplies,Aug,406194.0,73050.0
Office Supplies,Sep,398205.0,69630.0
Office Supplies,Oct,460686.0,80186.0
Furniture,Nov,152581.0,25526.0
Office Supplies,Nov,406481.0,68144.0
Technology,May,152752.0,25346.0
Furniture,Feb,123490.0,23323.0
Office Supplies,Apr,396374.0,68708.0
Furniture,Jan,147686.0,25725.0
Furniture,Jun,112770.0,19363.0
Technology,Nov,177077.0,30703.0
Technology,Mar,138556.0,23797.0
Technology,Feb,135788.0,22700.0
Furniture,Apr,157589.0,27713.0
Technology,Apr,177583.0,29775.0
Furniture,Dec,155124.0,27960.0
Office Supplies,May,447152.0,79947.0
Furniture,Jul,124494.0,21839.0
Furniture,May,148038.0,27865.0
