state,total_sales,total_customers
Alabama,98107.0,74
Arizona,458216.0,201
Arkansas,62126.0,13
California,3062030.0,1383
Colorado,368817.0,165
Connecticut,107265.0,49
Delaware,119943.0,57
District of Columbia,8653.0,5
Florida,526449.0,214
Georgia,253630.0,149
Illinois,783475.0,355
Indiana,182117.0,87
Iowa,35514.0,29
Kansas,40053.0,8
Kentucky,381612.0,109
Louisiana,82629.0,50
Maryland,49019.0,26
Massachusetts,194864.0,92
Michigan,329375.0,128
Minnesota,274816.0,109
Mississippi,88202.0,44
Missouri,97897.0,53
Nebraska,9895.0,12
Nevada,29258.0,23
New Hampshire,33916.0,20
New Jersey,233116.0,91
New Mexico,18092.0,23
New York,1618466.0,731
North Carolina,477596.0,260
Ohio,719121.0,318
Oklahoma,68446.0,30
Oregon,58503.0,18
Pennsylvania,869917.0,422
Rhode Island,84968.0,35
South Dakota,19109.0,9
Tennessee,219577.0,99
Texas,1491077.0,651
Utah,121134.0,52
Virginia,296625.0,125
Washington,712843.0,339
Wisconsin,113085.0,66
