region,month_name,total_sales
South,Mar,185616.0
South,Jan,168400.0
East,Apr,268691.0
East,Nov,250730.0
Central,May,205193.0
East,Mar,257770.0
Central,Oct,193245.0
South,Nov,169705.0
Central,Apr,209544.0
South,Jul,113057.0
Central,Mar,227914.0
East,Jan,274769.0
West,Apr,274935.0
East,Sep,235112.0
South,Sep,162469.0
West,Aug,236180.0
Central,Nov,187553.0
South,Feb,165519.0
West,Mar,264296.0
South,Dec,181962.0
East,Feb,248470.0
West,Dec,309990.0
West,Sep,250444.0
Central,Sep,192773.0
South,Aug,160002.0
East,Jun,240093.0
West,Jan,278406.0
South,Apr,153604.0
Central,Dec,202019.0
West,Oct,261384.0
Central,Jun,190474.0
Central,Aug,209147.0
East,Oct,312897.0
West,Jun,267650.0
West,Jul,273100.0
West,Nov,269248.0
East,Dec,268842.0
South,Jun,151541.0
East,Jul,255954.0
East,May,262905.0
South,Oct,192386.0
Central,Jul,210376.0
Central,Jan,194531.0
East,Aug,251180.0
Central,Feb,215964.0
South,May,180534.0
West,May,252051.0
West,Feb,185038.0
