region,month_name,total_sales
South,Mar,247062.0
South,Jan,225376.0
East,Apr,390924.0
East,Nov,350538.0
Central,May,286205.0
East,Mar,367272.0
Central,Oct,287706.0
South,Nov,238341.0
Central,Apr,301915.0
South,Jul,174168.0
Central,Mar,319294.0
East,Jan,381228.0
West,Apr,392171.0
East,Sep,343072.0
South,Sep,216618.0
West,Aug,337427.0
Central,Nov,272141.0
South,Feb,218192.0
West,Mar,369613.0
South,Dec,242604.0
East,Feb,379452.0
West,Dec,455868.0
West,Sep,388667.0
Central,Sep,264394.0
South,Aug,216007.0
East,Jun,340789.0
West,Jan,415307.0
South,Apr,245610.0
Central,Dec,316365.0
West,Oct,382125.0
Central,Jun,277450.0
Central,Aug,308468.0
East,Oct,420171.0
West,Jun,374656.0
West,Jul,382872.0
West,Nov,386948.0
East,Dec,397111.0
South,Jun,233137.0
East,Jul,387297.0
East,May,370556.0
South,Oct,269464.0
Central,Jul,313578.0
Central,Jan,297979.0
East,Aug,341820.0
Central,Feb,302294.0
South,May,260339.0
West,May,374264.0
West,Feb,287426.0
