category,month,total_sales,total_profit
Furniture,Sep,202868.0,34261.0
Furniture,Oct,194504.0,35650.0
Furniture,Mar,238114.0,43437.0
Office Supplies,Feb,539732.0,94892.0
Technology,Jul,201643.0,35206.0
Office Supplies,Dec,604556.0,105130.0
Furniture,Aug,195107.0,35308.0
Office Supplies,Jul,544613.0,99528.0
Office Supplies,Jun,524906.0,96032.0
Technology,Sep,183232.0,33279.0
Technology,Dec,259895.0,46444.0
Technology,Jun,215191.0,39398.0
Office Supplies,Jan,617777.0,106625.0
Technology,Aug,197628.0,34441.0
Technology,Oct,243299.0,41649.0
Technology,Jan,204000.0,37137.0
Office Supplies,Mar,591393.0,99528.0
Office Supplies,Aug,527518.0,93064.0
Office Supplies,Sep,528957.0,93582.0
Office Supplies,Oct,604691.0,106937.0
Furniture,Nov,184707.0,31540.0
Office Supplies,Nov,528449.0,90905.0
Technology,May,196113.0,32787.0
Furniture,Feb,158183.0,29492.0
Office Supplies,Apr,541486.0,95513.0
Furniture,Jan,183866.0,31888.0
Furniture,Jun,184926.0,31846.0
Technology,Nov,227161.0,40119.0
Technology,Mar,176620.0,30116.0
Technology,Feb,173379.0,29315.0
Furniture,Apr,206937.0,37013.0
Technology,Apr,253066.0,42987.0
Furniture,Dec,216421.0,40546.0
Office Supplies,May,607379.0,109608.0
Furniture,Jul,174378.0,31129.0
Furniture,May,189937.0,35083.0
