segment,month_name,total_sales,total_profit
Corporate,Oct,265609.0,46285.0
Home Office,Jul,141634.0,25567.0
Consumer,Jul,378255.0,68360.0
Corporate,Mar,246047.0,41720.0
Consumer,Nov,352262.0,60329.0
Home Office,Aug,130348.0,22671.0
Consumer,Aug,395985.0,72134.0
Corporate,Aug,229946.0,39954.0
Home Office,Apr,130020.0,22413.0
Consumer,Jun,368941.0,65745.0
Consumer,May,403388.0,71434.0
Home Office,Sep,117351.0,20996.0
Corporate,Jul,211541.0,38566.0
Corporate,Dec,279644.0,49086.0
Corporate,May,259296.0,45734.0
Corporate,Apr,256270.0,43324.0
Home Office,May,134907.0,24771.0
Home Office,Jan,140641.0,26107.0
Home Office,Jun,120481.0,22493.0
Consumer,Sep,398797.0,69629.0
Home Office,Mar,160726.0,25618.0
Consumer,Apr,413322.0,73515.0
Home Office,Nov,142847.0,25029.0
Home Office,Oct,166864.0,29269.0
Consumer,Dec,426435.0,75611.0
Corporate,Nov,272194.0,44753.0
Corporate,Sep,230719.0,40797.0
Corporate,Feb,242874.0,40026.0
Home Office,Feb,122474.0,21930.0
Consumer,Mar,436114.0,77713.0
Consumer,Oct,436511.0,77702.0
Corporate,Jan,290910.0,48763.0
Consumer,Jan,375262.0,66574.0
Corporate,Jun,224126.0,39369.0
Home Office,Dec,149152.0,24237.0
Consumer,Feb,356577.0,65743.0
