state,total_sales,total_customers
Alabama,48637.0,12
Arizona,276912.0,51
Arkansas,54031.0,4
California,1978898.0,344
Colorado,236031.0,44
Connecticut,76292.0,16
Delaware,74040.0,12
District of Columbia,5512.0,1
Florida,376515.0,60
Georgia,123671.0,34
Illinois,434575.0,89
Indiana,118025.0,21
Iowa,17467.0,6
Kansas,36327.0,4
Kentucky,249581.0,33
Louisiana,54911.0,20
Maryland,33396.0,7
Massachusetts,121551.0,24
Michigan,206510.0,34
Minnesota,162618.0,21
Mississippi,57075.0,9
Missouri,61412.0,14
Nebraska,520.0,1
Nevada,15686.0,9
New Hampshire,24215.0,5
New Jersey,169037.0,27
New Mexico,4889.0,6
New York,1017231.0,196
North Carolina,286160.0,61
Ohio,501670.0,100
Oklahoma,39766.0,7
Oregon,34607.0,3
Pennsylvania,534306.0,100
Rhode Island,51326.0,6
South Dakota,707.0,1
Tennessee,154323.0,28
Texas,976286.0,157
Utah,61865.0,15
Virginia,214178.0,38
Washington,451296.0,99
Wisconsin,66415.0,18
