segment,month_name,total_sales,total_profit
Corporate,Oct,432830.0,74584.0
Home Office,Jul,272087.0,49242.0
Consumer,Jul,651571.0,113453.0
Corporate,Mar,355748.0,59469.0
Consumer,Nov,621471.0,107302.0
Home Office,Aug,214258.0,38671.0
Consumer,Aug,647779.0,115348.0
Corporate,Aug,354903.0,61287.0
Home Office,Apr,233878.0,41034.0
Consumer,Jun,646707.0,115168.0
Consumer,May,683073.0,120591.0
Home Office,Sep,215792.0,38395.0
Corporate,Jul,351564.0,61983.0
Corporate,Dec,447227.0,77529.0
Corporate,May,385461.0,68763.0
Corporate,Apr,418124.0,71389.0
Home Office,May,234833.0,43105.0
Home Office,Jan,228104.0,41702.0
Home Office,Jun,213402.0,38715.0
Consumer,Sep,637547.0,112859.0
Home Office,Mar,253958.0,42758.0
Consumer,Apr,691056.0,122103.0
Home Office,Nov,229303.0,40319.0
Home Office,Oct,251243.0,44416.0
Consumer,Dec,729020.0,132231.0
Corporate,Nov,407299.0,70490.0
Corporate,Sep,371685.0,65050.0
Corporate,Feb,397789.0,68341.0
Home Office,Feb,202611.0,36883.0
Consumer,Mar,710862.0,126525.0
Consumer,Oct,685233.0,119448.0
Corporate,Jan,487028.0,84465.0
Consumer,Jan,625576.0,108703.0
Corporate,Jun,384911.0,69152.0
Home Office,Dec,246861.0,42624.0
Consumer,Feb,603619.0,107602.0
