segment,month_name,total_sales,total_profit
Corporate,Oct,431245.0,74328.0
Home Office,Jul,271596.0,49121.0
Consumer,Jul,646541.0,112551.0
Corporate,Mar,351861.0,58837.0
Consumer,Nov,619068.0,106893.0
Home Office,Aug,212372.0,38304.0
Consumer,Aug,642607.0,114459.0
Corporate,Aug,352968.0,60895.0
Home Office,Apr,231271.0,40580.0
Consumer,Jun,632556.0,113589.0
Consumer,May,677869.0,119777.0
Home Office,Sep,214454.0,38154.0
Corporate,Jul,350587.0,61807.0
Corporate,Dec,444870.0,77244.0
Corporate,May,383085.0,68299.0
Corporate,Apr,415512.0,70851.0
Home Office,May,234340.0,42966.0
Home Office,Jan,226760.0,41544.0
Home Office,Jun,212721.0,38596.0
Consumer,Sep,633198.0,112162.0
Home Office,Mar,253424.0,42647.0
Consumer,Apr,685625.0,121075.0
Home Office,Nov,227588.0,40070.0
Home Office,Oct,250091.0,44182.0
Consumer,Dec,726267.0,131782.0
Corporate,Nov,405177.0,70041.0
Corporate,Sep,369996.0,64722.0
Corporate,Feb,395160.0,67979.0
Home Office,Feb,201667.0,36632.0
Consumer,Mar,705153.0,125487.0
Consumer,Oct,682034.0,118900.0
Corporate,Jan,483275.0,83634.0
Consumer,Jan,623782.0,108291.0
Corporate,Jun,383490.0,68870.0
Home Office,Dec,243979.0,42033.0
Consumer,Feb,594017.0,106346.0
