category,month,total_sales,total_profit
Furniture,Sep,162817.0,26897.0
Furniture,Oct,154328.0,28953.0
Furniture,Mar,188266.0,34846.0
Office Supplies,Feb,413207.0,73704.0
Technology,Jul,154114.0,27230.0
Office Supplies,Dec,476055.0,82495.0
Furniture,Aug,147729.0,26691.0
Office Supplies,Jul,392476.0,72735.0
Office Supplies,Jun,365326.0,65766.0
Technology,Sep,120572.0,21719.0
Technology,Dec,175923.0,30581.0
Technology,Jun,169915.0,31259.0
Office Supplies,Jan,441019.0,77645.0
Technology,Aug,151212.0,26055.0
Technology,Oct,190129.0,31198.0
Technology,Jan,157139.0,29059.0
Office Supplies,Mar,445664.0,73899.0
Office Supplies,Aug,398652.0,71443.0
Office Supplies,Sep,378306.0,65173.0
Office Supplies,Oct,451790.0,78716.0
Furniture,Nov,147543.0,24780.0
Office Supplies,Nov,400808.0,67063.0
Technology,May,150381.0,24968.0
Furniture,Feb,122819.0,23225.0
Office Supplies,Apr,389772.0,67525.0
Furniture,Jan,145101.0,25319.0
Furniture,Jun,110310.0,18988.0
Technology,Nov,173316.0,30055.0
Technology,Mar,136376.0,23449.0
Technology,Feb,133594.0,22264.0
Furniture,Apr,155697.0,27354.0
Technology,Apr,168627.0,28986.0
Furniture,Dec,153417.0,27663.0
Office Supplies,May,440265.0,78671.0
Furniture,Jul,121879.0,21353.0
Furniture,May,147325.0,27671.0
