category,month,total_sales,total_profit
Furniture,Sep,187419.0,31371.0
Furniture,Oct,178153.0,33089.0
Furniture,Mar,213205.0,39127.0
Office Supplies,Feb,498896.0,87958.0
Technology,Jul,184233.0,32576.0
Office Supplies,Dec,553577.0,96332.0
Furniture,Aug,172630.0,31004.0
Office Supplies,Jul,496081.0,91186.0
Office Supplies,Jun,470259.0,86450.0
Technology,Sep,160556.0,28742.0
Technology,Dec,217388.0,38359.0
Technology,Jun,201252.0,36599.0
Office Supplies,Jan,549388.0,94969.0
Technology,Aug,182837.0,32070.0
Technology,Oct,230252.0,39417.0
Technology,Jan,183587.0,33620.0
Office Supplies,Mar,550919.0,93149.0
Office Supplies,Aug,481774.0,85753.0
Office Supplies,Sep,483636.0,86157.0
Office Supplies,Oct,541602.0,95883.0
Furniture,Nov,172767.0,29253.0
Office Supplies,Nov,485406.0,82863.0
Technology,May,176497.0,29608.0
Furniture,Feb,144898.0,26989.0
Office Supplies,Apr,484973.0,85942.0
Furniture,Jan,171636.0,29835.0
Furniture,Jun,163946.0,27133.0
Technology,Nov,201594.0,35088.0
Technology,Mar,163247.0,27640.0
Technology,Feb,157717.0,26716.0
Furniture,Apr,192403.0,34324.0
Technology,Apr,218212.0,37006.0
Furniture,Dec,178911.0,31926.0
Office Supplies,May,539992.0,96447.0
Furniture,Jul,152067.0,26674.0
Furniture,May,170888.0,31700.0
