segment,month_name,total_sales,total_profit
Corporate,Oct,375073.0,65509.0
Home Office,Jul,229243.0,42375.0
Consumer,Jul,550964.0,96268.0
Corporate,Mar,315752.0,53853.0
Consumer,Nov,533360.0,91862.0
Home Office,Aug,197544.0,35684.0
Consumer,Aug,571697.0,102154.0
Corporate,Aug,320908.0,55321.0
Home Office,Apr,209299.0,36437.0
Consumer,Jun,542868.0,97697.0
Consumer,May,612416.0,108667.0
Home Office,Sep,187569.0,32892.0
Corporate,Jul,322629.0,56767.0
Corporate,Dec,401940.0,69585.0
Corporate,May,350847.0,62359.0
Corporate,Apr,366220.0,62969.0
Home Office,May,213492.0,39065.0
Home Office,Jan,206082.0,38010.0
Home Office,Jun,186077.0,34340.0
Consumer,Sep,569627.0,100901.0
Home Office,Mar,230958.0,38388.0
Consumer,Apr,620057.0,109382.0
Home Office,Nov,202811.0,35652.0
Home Office,Oct,226483.0,39989.0
Consumer,Dec,645231.0,116601.0
Corporate,Nov,374210.0,64420.0
Corporate,Sep,326360.0,58183.0
Corporate,Feb,336171.0,55808.0
Home Office,Feb,181059.0,32777.0
Consumer,Mar,621582.0,110069.0
Consumer,Oct,609997.0,107544.0
Corporate,Jan,428258.0,72284.0
Consumer,Jan,542928.0,95336.0
Corporate,Jun,349134.0,63235.0
Home Office,Dec,223080.0,38262.0
Consumer,Feb,523591.0,95487.0
