state,total_sales,total_customers
Alabama,47783.0,11
Arizona,275159.0,48
Arkansas,53913.0,3
California,1958610.0,324
Colorado,234109.0,43
Connecticut,76105.0,15
Delaware,71551.0,9
District of Columbia,5512.0,1
Florida,375533.0,59
Georgia,121563.0,30
Illinois,431729.0,85
Indiana,116675.0,20
Iowa,17467.0,6
Kansas,36327.0,4
Kentucky,247856.0,32
Louisiana,48205.0,15
Maryland,33396.0,7
Massachusetts,118927.0,21
Michigan,206510.0,34
Minnesota,161418.0,19
Mississippi,56700.0,8
Missouri,61412.0,14
Nebraska,520.0,1
Nevada,15686.0,9
New Hampshire,24215.0,5
New Jersey,168536.0,26
New Mexico,3774.0,5
New York,1008790.0,185
North Carolina,285038.0,58
Ohio,493879.0,92
Oklahoma,36356.0,5
Oregon,34607.0,3
Pennsylvania,527463.0,95
Rhode Island,51326.0,6
South Dakota,707.0,1
Tennessee,152921.0,26
Texas,965720.0,146
Utah,59983.0,13
Virginia,213698.0,37
Washington,445384.0,93
Wisconsin,66415.0,18
