segment,month_name,total_sales,total_profit
Corporate,Oct,443347.0,76470.0
Home Office,Jul,282587.0,51056.0
Consumer,Jul,675824.0,117521.0
Corporate,Mar,364941.0,60927.0
Consumer,Nov,639917.0,110483.0
Home Office,Aug,230281.0,41338.0
Consumer,Aug,670376.0,119547.0
Corporate,Aug,368228.0,63668.0
Home Office,Apr,242775.0,42554.0
Consumer,Jun,664184.0,118194.0
Consumer,May,724625.0,127762.0
Home Office,Sep,227755.0,40562.0
Corporate,Jul,361908.0,64156.0
Corporate,Dec,469086.0,80117.0
Corporate,May,401767.0,71440.0
Corporate,Apr,426297.0,72986.0
Home Office,May,239215.0,44025.0
Home Office,Jan,235404.0,42891.0
Home Office,Jun,222457.0,40068.0
Consumer,Sep,670463.0,120229.0
Home Office,Mar,260677.0,43984.0
Consumer,Apr,728698.0,129332.0
Home Office,Nov,234956.0,41275.0
Home Office,Oct,258123.0,45683.0
Consumer,Dec,761836.0,138044.0
Corporate,Nov,423855.0,72728.0
Corporate,Sep,391423.0,67866.0
Corporate,Feb,406105.0,70062.0
Home Office,Feb,217449.0,39484.0
Consumer,Mar,745252.0,131931.0
Consumer,Oct,722011.0,126602.0
Corporate,Jan,510335.0,89434.0
Consumer,Jan,651706.0,113426.0
Corporate,Jun,407371.0,73630.0
Home Office,Dec,257004.0,44736.0
Consumer,Feb,626632.0,111914.0
