segment,month_name,total_sales,total_profit
Corporate,Oct,278168.0,48714.0
Home Office,Jul,145236.0,26034.0
Consumer,Jul,391162.0,70593.0
Corporate,Mar,252690.0,42718.0
Consumer,Nov,364745.0,62921.0
Home Office,Aug,133341.0,23240.0
Consumer,Aug,417912.0,76186.0
Corporate,Aug,239588.0,41350.0
Home Office,Apr,135736.0,23511.0
Consumer,Jun,392487.0,70142.0
Consumer,May,420412.0,74645.0
Home Office,Sep,119616.0,21396.0
Corporate,Jul,219179.0,40178.0
Corporate,Dec,290235.0,50777.0
Corporate,May,272825.0,47460.0
Corporate,Apr,263745.0,44702.0
Home Office,May,141290.0,25773.0
Home Office,Jan,145885.0,27073.0
Home Office,Jun,124577.0,22987.0
Consumer,Sep,417736.0,72349.0
Home Office,Mar,165445.0,26347.0
Consumer,Apr,429250.0,76346.0
Home Office,Nov,149911.0,26108.0
Home Office,Oct,171529.0,29993.0
Consumer,Dec,452721.0,81352.0
Corporate,Nov,282619.0,46538.0
Corporate,Sep,245205.0,43908.0
Corporate,Feb,249440.0,41110.0
Home Office,Feb,126985.0,22798.0
Consumer,Mar,467827.0,83875.0
Consumer,Oct,447471.0,79600.0
Corporate,Jan,300111.0,50352.0
Consumer,Jan,389483.0,69156.0
Corporate,Jun,242036.0,43600.0
Home Office,Dec,158402.0,26050.0
Consumer,Feb,370525.0,68495.0
