segment,month_name,total_sales,total_profit
Corporate,Oct,325211.0,57145.0
Home Office,Jul,204386.0,37484.0
Consumer,Jul,488152.0,85995.0
Corporate,Mar,286337.0,48450.0
Consumer,Nov,466149.0,80667.0
Home Office,Aug,172851.0,30657.0
Consumer,Aug,514537.0,92162.0
Corporate,Aug,279517.0,48149.0
Home Office,Apr,185667.0,32169.0
Consumer,Jun,481365.0,86743.0
Consumer,May,525015.0,93439.0
Home Office,Sep,152133.0,26887.0
Corporate,Jul,268866.0,48597.0
Corporate,Dec,360420.0,62492.0
Corporate,May,317552.0,55972.0
Corporate,Apr,311167.0,53178.0
Home Office,May,181759.0,33074.0
Home Office,Jan,186653.0,34574.0
Home Office,Jun,165121.0,30752.0
Consumer,Sep,507383.0,89021.0
Home Office,Mar,195577.0,31422.0
Consumer,Apr,560013.0,99079.0
Home Office,Nov,179386.0,31319.0
Home Office,Oct,196148.0,34415.0
Consumer,Dec,569819.0,103550.0
Corporate,Nov,342013.0,58138.0
Corporate,Sep,284534.0,50467.0
Corporate,Feb,297587.0,48883.0
Home Office,Feb,155526.0,27909.0
Consumer,Mar,552007.0,98023.0
Consumer,Oct,551786.0,98023.0
Corporate,Jan,359363.0,60374.0
Consumer,Jan,491970.0,86390.0
Corporate,Jun,311449.0,56370.0
Home Office,Dec,199218.0,34071.0
Consumer,Feb,468094.0,85186.0
