segment,month_name,total_sales,total_profit
Corporate,Oct,322330.0,56596.0
Home Office,Jul,203094.0,37278.0
Consumer,Jul,482323.0,84992.0
Corporate,Mar,285880.0,48395.0
Consumer,Nov,460095.0,79581.0
Home Office,Aug,165607.0,28943.0
Consumer,Aug,506645.0,90562.0
Corporate,Aug,278029.0,47896.0
Home Office,Apr,183756.0,31827.0
Consumer,Jun,478004.0,86280.0
Consumer,May,518714.0,92654.0
Home Office,Sep,149657.0,26471.0
Corporate,Jul,267569.0,48417.0
Corporate,Dec,353757.0,61753.0
Corporate,May,315447.0,55552.0
Corporate,Apr,310657.0,53093.0
Home Office,May,180027.0,32854.0
Home Office,Jan,186002.0,34483.0
Home Office,Jun,162333.0,30301.0
Consumer,Sep,502935.0,88346.0
Home Office,Mar,194071.0,31067.0
Consumer,Apr,543729.0,95881.0
Home Office,Nov,177722.0,30987.0
Home Office,Oct,195518.0,34255.0
Consumer,Dec,564765.0,102823.0
Corporate,Nov,338956.0,57527.0
Corporate,Sep,283031.0,50237.0
Corporate,Feb,297102.0,48837.0
Home Office,Feb,153743.0,27598.0
Consumer,Mar,548632.0,97409.0
Consumer,Oct,548038.0,97353.0
Corporate,Jan,356591.0,59746.0
Consumer,Jan,481634.0,84442.0
Corporate,Jun,310869.0,56263.0
Home Office,Dec,198564.0,33949.0
Consumer,Feb,462282.0,84038.0
