segment,month_name,total_sales,total_profit
Corporate,Oct,424698.0,73018.0
Home Office,Jul,264212.0,48038.0
Consumer,Jul,633109.0,110873.0
Corporate,Mar,349536.0,58372.0
Consumer,Nov,607378.0,104683.0
Home Office,Aug,211548.0,38188.0
Consumer,Aug,632907.0,112891.0
Corporate,Aug,348638.0,60075.0
Home Office,Apr,229363.0,40210.0
Consumer,Jun,620477.0,111362.0
Consumer,May,670410.0,118630.0
Home Office,Sep,211896.0,37537.0
Corporate,Jul,345870.0,61058.0
Corporate,Dec,436493.0,75509.0
Corporate,May,376678.0,67140.0
Corporate,Apr,413033.0,70375.0
Home Office,May,232445.0,42682.0
Home Office,Jan,223542.0,40950.0
Home Office,Jun,210446.0,38238.0
Consumer,Sep,626754.0,111078.0
Home Office,Mar,251953.0,42352.0
Consumer,Apr,680805.0,120317.0
Home Office,Nov,224908.0,39526.0
Home Office,Oct,246825.0,43769.0
Consumer,Dec,720316.0,130554.0
Corporate,Nov,402996.0,69577.0
Corporate,Sep,363500.0,63607.0
Corporate,Feb,391587.0,67422.0
Home Office,Feb,201010.0,36499.0
Consumer,Mar,694889.0,123483.0
Consumer,Oct,662620.0,116369.0
Corporate,Jan,469432.0,80469.0
Consumer,Jan,615352.0,106829.0
Corporate,Jun,379262.0,68010.0
Home Office,Dec,243326.0,41849.0
Consumer,Feb,584528.0,104754.0
