segment,month_name,total_sales,total_profit
Corporate,Oct,313902.0,54901.0
Home Office,Jul,197387.0,36243.0
Consumer,Jul,458273.0,81690.0
Corporate,Mar,277639.0,46971.0
Consumer,Nov,429681.0,75388.0
Home Office,Aug,160127.0,27974.0
Consumer,Aug,474188.0,85476.0
Corporate,Aug,270227.0,46576.0
Home Office,Apr,170455.0,30684.0
Consumer,Jun,454096.0,80904.0
Consumer,May,497231.0,88906.0
Home Office,Sep,143771.0,25272.0
Corporate,Jul,257180.0,46773.0
Corporate,Dec,335527.0,58605.0
Corporate,May,302638.0,52981.0
Corporate,Apr,300653.0,51343.0
Home Office,May,176750.0,32410.0
Home Office,Jan,173228.0,32126.0
Home Office,Jun,157404.0,29467.0
Consumer,Sep,487059.0,85320.0
Home Office,Mar,190507.0,30484.0
Consumer,Apr,520050.0,91642.0
Home Office,Nov,173913.0,30319.0
Home Office,Oct,188978.0,33274.0
Consumer,Dec,539725.0,97492.0
Corporate,Nov,329277.0,55475.0
Corporate,Sep,275620.0,48941.0
Corporate,Feb,281089.0,45877.0
Home Office,Feb,146484.0,26099.0
Consumer,Mar,524431.0,93438.0
Consumer,Oct,526768.0,93809.0
Corporate,Jan,351683.0,58936.0
Consumer,Jan,455394.0,80414.0
Corporate,Jun,303181.0,55086.0
Home Office,Dec,190201.0,32625.0
Consumer,Feb,434835.0,80076.0
