segment,month_name,total_sales,total_profit
Corporate,Oct,354072.0,62004.0
Home Office,Jul,223467.0,41160.0
Consumer,Jul,534815.0,93872.0
Corporate,Mar,309526.0,52550.0
Consumer,Nov,510874.0,87616.0
Home Office,Aug,191869.0,34569.0
Consumer,Aug,555753.0,99317.0
Corporate,Aug,311384.0,53603.0
Home Office,Apr,203096.0,35443.0
Consumer,Jun,531646.0,95588.0
Consumer,May,588744.0,104475.0
Home Office,Sep,174080.0,30560.0
Corporate,Jul,302810.0,54461.0
Corporate,Dec,387360.0,67249.0
Corporate,May,342408.0,60844.0
Corporate,Apr,345203.0,59747.0
Home Office,May,206092.0,37717.0
Home Office,Jan,200600.0,37134.0
Home Office,Jun,180743.0,33180.0
Consumer,Sep,556318.0,98854.0
Home Office,Mar,224215.0,37054.0
Consumer,Apr,603836.0,106213.0
Home Office,Nov,197692.0,34832.0
Home Office,Oct,219008.0,38628.0
Consumer,Dec,631202.0,114159.0
Corporate,Nov,368225.0,63441.0
Corporate,Sep,317531.0,56704.0
Corporate,Feb,318659.0,52554.0
Home Office,Feb,173902.0,31408.0
Consumer,Mar,606682.0,107133.0
Consumer,Oct,591660.0,104139.0
Corporate,Jan,411018.0,69343.0
Consumer,Jan,528896.0,93212.0
Corporate,Jun,339627.0,61627.0
Home Office,Dec,217497.0,37577.0
Consumer,Feb,514157.0,93910.0
