category,month,total_sales,total_profit
Furniture,Sep,273656.0,47522.0
Furniture,Oct,271897.0,48738.0
Furniture,Mar,299785.0,55113.0
Office Supplies,Feb,734145.0,130610.0
Technology,Jul,307007.0,51507.0
Office Supplies,Dec,810308.0,140626.0
Furniture,Aug,260732.0,46794.0
Office Supplies,Jul,733960.0,132972.0
Office Supplies,Jun,719222.0,130665.0
Technology,Sep,256034.0,45175.0
Technology,Dec,339168.0,61517.0
Technology,Jun,307305.0,55040.0
Office Supplies,Jan,825511.0,145037.0
Technology,Aug,257046.0,45626.0
Technology,Oct,321952.0,54690.0
Technology,Jan,284874.0,50176.0
Office Supplies,Mar,796328.0,134395.0
Office Supplies,Aug,715081.0,125682.0
Office Supplies,Sep,716164.0,126789.0
Office Supplies,Oct,803811.0,140518.0
Furniture,Nov,246732.0,42568.0
Office Supplies,Nov,732440.0,125317.0
Technology,May,267436.0,45119.0
Furniture,Feb,244724.0,45783.0
Office Supplies,Apr,748630.0,131439.0
Furniture,Jan,254136.0,44682.0
Furniture,Jun,235105.0,40668.0
Technology,Nov,290833.0,52426.0
Technology,Mar,234532.0,40853.0
Technology,Feb,244692.0,39743.0
Furniture,Apr,277150.0,48997.0
Technology,Apr,340666.0,58365.0
Furniture,Dec,295543.0,54131.0
Office Supplies,May,810844.0,144995.0
Furniture,Jul,247804.0,42737.0
Furniture,May,252969.0,46534.0
