state,total_sales,total_customers
Alabama,62238.0,32
Arizona,330105.0,100
Arkansas,55819.0,6
California,2244893.0,604
Colorado,254754.0,65
Connecticut,81301.0,22
Delaware,84855.0,22
District of Columbia,6729.0,2
Florida,414769.0,96
Georgia,156126.0,70
Illinois,500316.0,152
Indiana,132923.0,38
Iowa,25146.0,13
Kansas,36327.0,4
Kentucky,271788.0,47
Louisiana,58059.0,25
Maryland,38722.0,12
Massachusetts,139005.0,43
Michigan,231604.0,55
Minnesota,184089.0,39
Mississippi,63487.0,18
Missouri,75360.0,26
Nebraska,4094.0,6
Nevada,18341.0,14
New Hampshire,26340.0,9
New Jersey,185831.0,43
New Mexico,7401.0,9
New York,1156669.0,330
North Carolina,328795.0,110
Ohio,547754.0,149
Oklahoma,44490.0,12
Oregon,37626.0,7
Pennsylvania,617540.0,174
Rhode Island,58870.0,15
South Dakota,2397.0,4
Tennessee,178068.0,52
Texas,1106530.0,300
Utah,82362.0,26
Virginia,241805.0,61
Washington,522858.0,157
Wisconsin,85551.0,33
