state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,161,1
Alabama,Binders,139,2
Alabama,Accessories,84,3
Alabama,Furnishings,82,4
Alabama,Storage,74,5
Alabama,Art,69,6
Alabama,Phones,62,7
Alabama,Chairs,53,8
Alabama,Envelopes,49,9
Alabama,Tables,32,10
Alabama,Appliances,30,11
Alabama,Supplies,23,12
Alabama,Labels,23,12
Alabama,Bookcases,21,14
Alabama,Fasteners,20,15
Alabama,Machines,11,16
Alabama,Copiers,8,17
Arizona,Paper,497,1
Arizona,Binders,426,2
Arizona,Furnishings,397,3
Arizona,Phones,321,4
Arizona,Art,300,5
Arizona,Accessories,285,6
Arizona,Storage,249,7
Arizona,Appliances,196,8
Arizona,Chairs,173,9
Arizona,Labels,158,10
Arizona,Machines,121,11
Arizona,Envelopes,120,12
Arizona,Tables,114,13
Arizona,Bookcases,100,14
Arizona,Supplies,56,15
Arizona,Fasteners,52,16
Arizona,Copiers,31,17
Arkansas,Furnishings,57,1
Arkansas,Phones,55,2
Arkansas,Art,50,3
Arkansas,Paper,44,4
Arkansas,Binders,38,5
Arkansas,Storage,27,6
Arkansas,Accessories,20,7
Arkansas,Fasteners,18,8
Arkansas,Labels,18,8
Arkansas,Appliances,16,10
Arkansas,Tables,15,11
Arkansas,Chairs,13,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,3589,1
California,Binders,2758,2
California,Phones,2439,3
California,Art,2276,4
California,Furnishings,2268,5
California,Accessories,1940,6
California,Storage,1713,7
California,Appliances,1408,8
California,Chairs,1154,9
California,Labels,997,10
California,Machines,991,11
California,Envelopes,735,12
California,Tables,723,13
California,Bookcases,720,14
California,Supplies,554,15
California,Fasteners,517,16
California,Copiers,177,17
Colorado,Paper,460,1
Colorado,Binders,443,2
Colorado,Furnishings,320,3
Colorado,Phones,313,4
Colorado,Art,292,5
Colorado,Storage,257,6
Colorado,Accessories,229,7
Colorado,Appliances,161,8
Colorado,Chairs,149,9
Colorado,Machines,133,10
Colorado,Labels,130,11
Colorado,Supplies,103,12
Colorado,Bookcases,102,13
Colorado,Tables,99,14
Colorado,Envelopes,97,15
Colorado,Fasteners,46,16
Colorado,Copiers,10,17
Connecticut,Binders,97,1
Connecticut,Furnishings,91,2
Connecticut,Paper,85,3
Connecticut,Phones,81,4
Connecticut,Art,72,5
Connecticut,Accessories,70,6
Connecticut,Storage,50,7
Connecticut,Appliances,50,7
Connecticut,Labels,44,9
Connecticut,Machines,31,10
Connecticut,Chairs,28,11
Connecticut,Fasteners,23,12
Connecticut,Bookcases,22,13
Connecticut,Tables,19,14
Connecticut,Envelopes,16,15
Connecticut,Supplies,10,16
Connecticut,Copiers,2,17
Delaware,Storage,156,1
Delaware,Furnishings,149,2
Delaware,Paper,111,3
Delaware,Accessories,84,4
Delaware,Phones,79,5
Delaware,Binders,66,6
Delaware,Machines,64,7
Delaware,Chairs,61,8
Delaware,Appliances,60,9
Delaware,Art,49,10
Delaware,Bookcases,37,11
Delaware,Labels,32,12
Delaware,Supplies,28,13
Delaware,Envelopes,27,14
Delaware,Fasteners,19,15
Delaware,Tables,14,16
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,14,3
District of Columbia,Furnishings,12,4
District of Columbia,Fasteners,7,5
District of Columbia,Art,7,5
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Appliances,2,10
District of Columbia,Accessories,2,10
Florida,Paper,758,1
Florida,Binders,563,2
Florida,Art,456,3
Florida,Phones,451,4
Florida,Furnishings,400,5
Florida,Accessories,381,6
Florida,Storage,312,7
Florida,Chairs,233,8
Florida,Appliances,230,9
Florida,Labels,197,10
Florida,Tables,169,11
Florida,Machines,137,12
Florida,Fasteners,118,13
Florida,Envelopes,109,14
Florida,Bookcases,93,15
Florida,Supplies,86,16
Florida,Copiers,25,17
Georgia,Paper,297,1
Georgia,Binders,269,2
Georgia,Phones,259,3
Georgia,Furnishings,226,4
Georgia,Art,155,5
Georgia,Appliances,146,6
Georgia,Chairs,116,7
Georgia,Storage,116,7
Georgia,Accessories,94,9
Georgia,Tables,86,10
Georgia,Bookcases,84,11
Georgia,Labels,65,12
Georgia,Machines,64,13
Georgia,Supplies,38,14
Georgia,Envelopes,38,14
Georgia,Fasteners,30,16
Georgia,Copiers,9,17
Illinois,Paper,843,1
Illinois,Binders,671,2
Illinois,Furnishings,636,3
Illinois,Phones,633,4
Illinois,Storage,431,5
Illinois,Art,426,6
Illinois,Accessories,423,7
Illinois,Appliances,356,8
Illinois,Chairs,349,9
Illinois,Machines,244,10
Illinois,Labels,210,11
Illinois,Envelopes,183,12
Illinois,Tables,183,12
Illinois,Bookcases,154,14
Illinois,Fasteners,116,15
Illinois,Supplies,114,16
Illinois,Copiers,34,17
Indiana,Paper,202,1
Indiana,Binders,170,2
Indiana,Furnishings,130,3
Indiana,Phones,127,4
Indiana,Accessories,126,5
Indiana,Art,126,5
Indiana,Storage,96,7
Indiana,Appliances,80,8
Indiana,Chairs,63,9
Indiana,Labels,58,10
Indiana,Bookcases,53,11
Indiana,Supplies,35,12
Indiana,Machines,33,13
Indiana,Envelopes,29,14
Indiana,Tables,20,15
Indiana,Fasteners,18,16
Indiana,Copiers,10,17
Iowa,Accessories,56,1
Iowa,Phones,46,2
Iowa,Paper,42,3
Iowa,Chairs,36,4
Iowa,Furnishings,27,5
Iowa,Machines,25,6
Iowa,Storage,24,7
Iowa,Art,22,8
Iowa,Binders,20,9
Iowa,Appliances,7,10
Iowa,Labels,6,11
Iowa,Tables,5,12
Iowa,Fasteners,5,12
Iowa,Supplies,3,14
Iowa,Envelopes,2,15
Kansas,Paper,78,1
Kansas,Art,61,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Accessories,26,5
Kansas,Fasteners,23,6
Kansas,Binders,23,6
Kansas,Furnishings,20,8
Kansas,Appliances,17,9
Kansas,Tables,14,10
Kansas,Labels,14,10
Kansas,Machines,12,12
Kansas,Storage,12,12
Kansas,Supplies,9,14
Kansas,Bookcases,8,15
Kansas,Copiers,2,16
Kentucky,Paper,376,1
Kentucky,Binders,244,2
Kentucky,Phones,242,3
Kentucky,Art,233,4
Kentucky,Furnishings,218,5
Kentucky,Appliances,192,6
Kentucky,Storage,154,7
Kentucky,Accessories,145,8
Kentucky,Chairs,123,9
