region,month_name,total_sales
South,Mar,188443.0
South,Jan,169494.0
East,Apr,272699.0
East,Nov,253408.0
Central,May,206636.0
East,Mar,259589.0
Central,Oct,196073.0
South,Nov,172061.0
Central,Apr,211984.0
South,Jul,115003.0
Central,Mar,228030.0
East,Jan,278820.0
West,Apr,287228.0
East,Sep,236456.0
South,Sep,164729.0
West,Aug,239586.0
Central,Nov,190316.0
South,Feb,167688.0
West,Mar,267340.0
South,Dec,184083.0
East,Feb,254660.0
West,Dec,318840.0
West,Sep,270115.0
Central,Sep,193475.0
South,Aug,164391.0
East,Jun,245915.0
West,Jan,286930.0
South,Apr,155728.0
Central,Dec,204111.0
West,Oct,269725.0
Central,Jun,190934.0
Central,Aug,212287.0
East,Oct,316413.0
West,Jun,278583.0
West,Jul,280545.0
West,Nov,274357.0
East,Dec,274309.0
South,Jun,153711.0
East,Jul,258090.0
East,May,266302.0
South,Oct,193852.0
Central,Jul,213477.0
Central,Jan,197536.0
East,Aug,255892.0
Central,Feb,218409.0
South,May,184676.0
West,May,262235.0
West,Feb,191282.0
