category,month,total_sales,total_profit
Furniture,Sep,197399.0,33077.0
Furniture,Oct,185742.0,34344.0
Furniture,Mar,223175.0,41002.0
Office Supplies,Feb,530685.0,93586.0
Technology,Jul,196544.0,34398.0
Office Supplies,Dec,591041.0,102889.0
Furniture,Aug,182966.0,32990.0
Office Supplies,Jul,532038.0,97553.0
Office Supplies,Jun,511666.0,93828.0
Technology,Sep,179517.0,32736.0
Technology,Dec,237744.0,41472.0
Technology,Jun,210677.0,38384.0
Office Supplies,Jan,588628.0,101622.0
Technology,Aug,194596.0,34040.0
Technology,Oct,239521.0,41111.0
Technology,Jan,197728.0,36096.0
Office Supplies,Mar,579612.0,97717.0
Office Supplies,Aug,514702.0,90803.0
Office Supplies,Sep,516867.0,91467.0
Office Supplies,Oct,586721.0,103691.0
Furniture,Nov,180007.0,30631.0
Office Supplies,Nov,514706.0,88521.0
Technology,May,189045.0,31400.0
Furniture,Feb,151915.0,28240.0
Office Supplies,Apr,528238.0,93327.0
Furniture,Jan,179621.0,31282.0
Furniture,Jun,182687.0,31447.0
Technology,Nov,223400.0,39421.0
Technology,Mar,172904.0,29437.0
Technology,Feb,167100.0,28256.0
Furniture,Apr,199716.0,35610.0
Technology,Apr,241826.0,40903.0
Furniture,Dec,204187.0,38000.0
Office Supplies,May,582656.0,104695.0
Furniture,Jul,168448.0,30245.0
Furniture,May,182148.0,33777.0
