region,month_name,total_sales
South,Mar,243042.0
South,Jan,221740.0
East,Apr,381787.0
East,Nov,342346.0
Central,May,277527.0
East,Mar,358198.0
Central,Oct,274607.0
South,Nov,234458.0
Central,Apr,294615.0
South,Jul,166853.0
Central,Mar,313600.0
East,Jan,364761.0
West,Apr,381237.0
East,Sep,332085.0
South,Sep,212643.0
West,Aug,328603.0
Central,Nov,265389.0
South,Feb,215024.0
West,Mar,359850.0
South,Dec,237899.0
East,Feb,368178.0
West,Dec,439687.0
West,Sep,367017.0
Central,Sep,260751.0
South,Aug,208480.0
East,Jun,320270.0
West,Jan,404908.0
South,Apr,242623.0
Central,Dec,303665.0
West,Oct,373391.0
Central,Jun,262640.0
Central,Aug,301362.0
East,Oct,413871.0
West,Jun,364017.0
West,Jul,368417.0
West,Nov,378320.0
East,Dec,381003.0
South,Jun,229099.0
East,Jul,374115.0
East,May,361373.0
South,Oct,253722.0
Central,Jul,297850.0
Central,Jan,289571.0
East,Aug,331965.0
Central,Feb,296834.0
South,May,254352.0
West,May,365386.0
West,Feb,279585.0
