state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,129,1
Alabama,Binders,89,2
Alabama,Accessories,59,3
Alabama,Furnishings,54,4
Alabama,Storage,38,5
Alabama,Phones,35,6
Alabama,Art,35,6
Alabama,Chairs,31,8
Alabama,Appliances,28,9
Alabama,Tables,26,10
Alabama,Envelopes,25,11
Alabama,Labels,16,12
Alabama,Bookcases,16,12
Alabama,Fasteners,11,14
Alabama,Supplies,10,15
Alabama,Copiers,8,16
Alabama,Machines,5,17
Arizona,Paper,392,1
Arizona,Binders,351,2
Arizona,Furnishings,340,3
Arizona,Phones,294,4
Arizona,Art,258,5
Arizona,Storage,218,6
Arizona,Accessories,218,6
Arizona,Appliances,156,8
Arizona,Labels,150,9
Arizona,Chairs,143,10
Arizona,Envelopes,98,11
Arizona,Tables,94,12
Arizona,Machines,93,13
Arizona,Bookcases,91,14
Arizona,Fasteners,47,15
Arizona,Supplies,44,16
Arizona,Copiers,23,17
Arkansas,Furnishings,53,1
Arkansas,Art,50,2
Arkansas,Phones,48,3
Arkansas,Paper,44,4
Arkansas,Binders,38,5
Arkansas,Storage,27,6
Arkansas,Fasteners,18,7
Arkansas,Labels,18,7
Arkansas,Accessories,16,9
Arkansas,Appliances,16,9
Arkansas,Chairs,13,11
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2819,1
California,Binders,2227,2
California,Phones,2005,3
California,Furnishings,1865,4
California,Art,1839,5
California,Accessories,1578,6
California,Storage,1422,7
California,Appliances,1153,8
California,Chairs,940,9
California,Machines,818,10
California,Labels,767,11
California,Envelopes,617,12
California,Bookcases,617,12
California,Tables,601,14
California,Supplies,459,15
California,Fasteners,388,16
California,Copiers,136,17
Colorado,Binders,357,1
Colorado,Paper,352,2
Colorado,Furnishings,259,3
Colorado,Phones,251,4
Colorado,Art,211,5
Colorado,Storage,198,6
Colorado,Accessories,157,7
Colorado,Appliances,121,8
Colorado,Machines,110,9
Colorado,Chairs,103,10
Colorado,Labels,88,11
Colorado,Envelopes,82,12
Colorado,Bookcases,82,12
Colorado,Tables,78,14
Colorado,Supplies,68,15
Colorado,Fasteners,44,16
Colorado,Copiers,10,17
Connecticut,Furnishings,83,1
Connecticut,Binders,81,2
Connecticut,Phones,79,3
Connecticut,Paper,70,4
Connecticut,Accessories,62,5
Connecticut,Art,53,6
Connecticut,Storage,46,7
Connecticut,Appliances,45,8
Connecticut,Labels,44,9
Connecticut,Machines,24,10
Connecticut,Fasteners,23,11
Connecticut,Chairs,21,12
Connecticut,Tables,19,13
Connecticut,Bookcases,17,14
Connecticut,Supplies,8,15
Connecticut,Envelopes,8,15
Connecticut,Copiers,2,17
Delaware,Storage,131,1
Delaware,Furnishings,120,2
Delaware,Paper,99,3
Delaware,Accessories,78,4
Delaware,Phones,65,5
Delaware,Appliances,52,6
Delaware,Binders,48,7
Delaware,Machines,47,8
Delaware,Art,46,9
Delaware,Chairs,45,10
Delaware,Supplies,28,11
