segment,month_name,total_sales,total_profit
Corporate,Oct,427513.0,73656.0
Home Office,Jul,264482.0,48104.0
Consumer,Jul,635318.0,111314.0
Corporate,Mar,350275.0,58466.0
Consumer,Nov,612672.0,105798.0
Home Office,Aug,211613.0,38198.0
Consumer,Aug,636161.0,113446.0
Corporate,Aug,350994.0,60584.0
Home Office,Apr,229988.0,40370.0
Consumer,Jun,624275.0,112092.0
Consumer,May,674453.0,119174.0
Home Office,Sep,212334.0,37657.0
Corporate,Jul,347823.0,61408.0
Corporate,Dec,439504.0,76095.0
Corporate,May,378419.0,67532.0
Corporate,Apr,413473.0,70485.0
Home Office,May,232445.0,42682.0
Home Office,Jan,223918.0,41054.0
Home Office,Jun,211384.0,38443.0
Consumer,Sep,628043.0,111211.0
Home Office,Mar,252224.0,42380.0
Consumer,Apr,682351.0,120621.0
Home Office,Nov,225966.0,39725.0
Home Office,Oct,246825.0,43769.0
Consumer,Dec,721069.0,130700.0
Corporate,Nov,403761.0,69698.0
Corporate,Sep,366009.0,63917.0
Corporate,Feb,392551.0,67577.0
Home Office,Feb,201010.0,36499.0
Consumer,Mar,696893.0,123831.0
Consumer,Oct,674752.0,117348.0
Corporate,Jan,470942.0,80687.0
Consumer,Jan,617004.0,107067.0
Corporate,Jun,380827.0,68314.0
Home Office,Dec,243567.0,41919.0
Consumer,Feb,589457.0,105677.0
