region,month_name,total_sales
South,Mar,155552.0
Central,Sep,167021.0
South,Aug,135988.0
South,Jan,135978.0
East,Jun,181581.0
West,Jan,240407.0
South,Apr,125731.0
East,Apr,212771.0
East,Nov,214062.0
Central,Dec,167157.0
West,Oct,230280.0
Central,May,181080.0
Central,Jun,161444.0
East,Mar,210980.0
Central,Aug,169063.0
East,Oct,257462.0
Central,Oct,167835.0
South,Nov,134782.0
West,Jun,207152.0
Central,Apr,184658.0
South,Jul,97280.0
West,Jul,219558.0
West,Nov,234606.0
Central,Mar,208895.0
East,Jan,227119.0
West,Apr,215493.0
East,Sep,200162.0
East,Dec,231569.0
South,Jun,122597.0
East,Jul,201808.0
East,May,217131.0
South,Sep,135620.0
West,Aug,202107.0
South,Oct,163278.0
Central,Jul,172397.0
Central,Jan,161446.0
East,Aug,212172.0
Central,Nov,158592.0
South,Feb,147223.0
West,Mar,217761.0
Central,Feb,177724.0
South,Dec,156332.0
East,Feb,208526.0
South,May,157313.0
West,Dec,271312.0
West,Sep,203486.0
West,May,199767.0
West,Feb,160986.0
