segment,month_name,total_sales,total_profit
Corporate,Oct,299806.0,52571.0
Home Office,Jul,179680.0,33058.0
Consumer,Jul,430087.0,77049.0
Corporate,Mar,265685.0,44712.0
Consumer,Nov,405068.0,70864.0
Home Office,Aug,148851.0,26097.0
Consumer,Aug,450115.0,81614.0
Corporate,Aug,264679.0,45472.0
Home Office,Apr,160643.0,28899.0
Consumer,Jun,432698.0,77232.0
Consumer,May,463845.0,82805.0
Home Office,Sep,133927.0,23635.0
Corporate,Jul,248113.0,45235.0
Corporate,Dec,317960.0,55401.0
Corporate,May,292421.0,51207.0
Corporate,Apr,291043.0,49627.0
Home Office,May,155984.0,28218.0
Home Office,Jan,158345.0,29153.0
Home Office,Jun,146883.0,27540.0
Consumer,Sep,453665.0,78731.0
Home Office,Mar,175443.0,28249.0
Consumer,Apr,469413.0,83044.0
Home Office,Nov,162567.0,28311.0
Home Office,Oct,180983.0,31679.0
Consumer,Dec,482730.0,86578.0
Corporate,Nov,314373.0,52502.0
Corporate,Sep,262052.0,46658.0
Corporate,Feb,268207.0,44149.0
Home Office,Feb,139496.0,25057.0
Consumer,Mar,498637.0,89206.0
Consumer,Oct,484948.0,87055.0
Corporate,Jan,329143.0,55625.0
Consumer,Jan,434671.0,76910.0
Corporate,Jun,282159.0,50353.0
Home Office,Dec,168989.0,27851.0
Consumer,Feb,414311.0,76267.0
