category,month,total_sales,total_profit
Furniture,Sep,210409.0,35740.0
Furniture,Oct,201019.0,37103.0
Furniture,Mar,243289.0,44449.0
Office Supplies,Feb,566527.0,99989.0
Technology,Jul,209574.0,36239.0
Office Supplies,Dec,621878.0,108090.0
Furniture,Aug,204661.0,37268.0
Office Supplies,Jul,568958.0,103382.0
Office Supplies,Jun,543973.0,100213.0
Technology,Sep,188997.0,34321.0
Technology,Dec,266200.0,47708.0
Technology,Jun,222644.0,40818.0
Office Supplies,Jan,628258.0,108233.0
Technology,Aug,201879.0,35199.0
Technology,Oct,250909.0,42963.0
Technology,Jan,209175.0,38024.0
Office Supplies,Mar,605182.0,101751.0
Office Supplies,Aug,554788.0,97507.0
Office Supplies,Sep,540863.0,95638.0
Office Supplies,Oct,619608.0,109244.0
Furniture,Nov,191304.0,32736.0
Office Supplies,Nov,558387.0,95013.0
Technology,May,199865.0,33339.0
Furniture,Feb,162936.0,30550.0
Office Supplies,Apr,574922.0,100274.0
Furniture,Jan,190278.0,33142.0
Furniture,Jun,187445.0,32244.0
Technology,Nov,231418.0,41060.0
Technology,Mar,181461.0,30908.0
Technology,Feb,189033.0,30928.0
Furniture,Apr,209869.0,37549.0
Technology,Apr,260595.0,43940.0
Furniture,Dec,238727.0,43843.0
Office Supplies,May,626498.0,112582.0
Furniture,Jul,178576.0,31752.0
Furniture,May,193130.0,35778.0
