state,total_sales,total_customers
Alabama,71824.0,43
Arizona,342874.0,115
Arkansas,57876.0,7
California,2398038.0,751
Colorado,282242.0,87
Connecticut,84326.0,28
Delaware,98872.0,29
District of Columbia,7388.0,3
Florida,450263.0,127
Georgia,172932.0,89
Illinois,550264.0,189
Indiana,139733.0,48
Iowa,29661.0,18
Kansas,37564.0,5
Kentucky,302042.0,58
Louisiana,64546.0,30
Maryland,42519.0,16
Massachusetts,164540.0,59
Michigan,251720.0,72
Minnesota,205808.0,50
Mississippi,64728.0,20
Missouri,78514.0,31
Nebraska,6313.0,8
Nevada,25419.0,17
New Hampshire,27535.0,12
New Jersey,195753.0,53
New Mexico,11361.0,15
New York,1244083.0,406
North Carolina,376368.0,152
Ohio,584855.0,188
Oklahoma,46361.0,16
Oregon,39736.0,10
Pennsylvania,665235.0,223
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,196571.0,65
Texas,1204553.0,383
Utah,83144.0,28
Virginia,254149.0,77
Washington,569980.0,196
Wisconsin,88526.0,37
