region,month_name,total_sales
South,Mar,241474.0
South,Jan,220342.0
East,Apr,378312.0
East,Nov,336487.0
Central,May,275144.0
East,Mar,346309.0
Central,Oct,272339.0
South,Nov,231206.0
Central,Apr,286709.0
South,Jul,165361.0
Central,Mar,310223.0
East,Jan,361878.0
West,Apr,377465.0
East,Sep,324579.0
South,Sep,210124.0
West,Aug,324722.0
Central,Nov,261103.0
South,Feb,214770.0
West,Mar,357073.0
South,Dec,236982.0
East,Feb,365803.0
West,Dec,432940.0
West,Sep,364018.0
Central,Sep,256674.0
South,Aug,208156.0
East,Jun,316057.0
West,Jan,397945.0
South,Apr,240814.0
Central,Dec,292943.0
West,Oct,370005.0
Central,Jun,261762.0
Central,Aug,296633.0
East,Oct,410817.0
West,Jun,356109.0
West,Jul,365716.0
West,Nov,371283.0
East,Dec,376095.0
South,Jun,227928.0
East,Jul,362477.0
East,May,358004.0
South,Oct,252651.0
Central,Jul,290442.0
Central,Jan,287339.0
East,Aug,328253.0
Central,Feb,290363.0
South,May,247686.0
West,May,362402.0
West,Feb,275878.0
