category,month,total_sales,total_profit
Furniture,Sep,203622.0,34425.0
Furniture,Oct,196180.0,36021.0
Furniture,Mar,240628.0,43954.0
Office Supplies,Feb,546931.0,96483.0
Technology,Jul,202652.0,35440.0
Office Supplies,Dec,611337.0,106394.0
Furniture,Aug,195977.0,35499.0
Office Supplies,Jul,549921.0,100280.0
Office Supplies,Jun,537734.0,99242.0
Technology,Sep,185907.0,33758.0
Technology,Dec,263649.0,47215.0
Technology,Jun,217286.0,39865.0
Office Supplies,Jan,619850.0,106870.0
Technology,Aug,199433.0,34808.0
Technology,Oct,246521.0,42247.0
Technology,Jan,205780.0,37331.0
Office Supplies,Mar,592864.0,99776.0
Office Supplies,Aug,535291.0,94451.0
Office Supplies,Sep,533595.0,94620.0
Office Supplies,Oct,609953.0,107581.0
Furniture,Nov,186765.0,31922.0
Office Supplies,Nov,532391.0,91482.0
Technology,May,196880.0,32915.0
Furniture,Feb,160235.0,29929.0
Office Supplies,Apr,545470.0,96071.0
Furniture,Jan,185353.0,32172.0
Furniture,Jun,185051.0,31872.0
Technology,Nov,229265.0,40586.0
Technology,Mar,178384.0,30366.0
Technology,Feb,174400.0,29457.0
Furniture,Apr,208238.0,37273.0
Technology,Apr,254656.0,43183.0
Furniture,Dec,229024.0,42595.0
Office Supplies,May,611950.0,110421.0
Furniture,Jul,175815.0,31293.0
Furniture,May,190398.0,35189.0
