category,month,total_sales,total_profit
Furniture,Sep,222033.0,37765.0
Furniture,Oct,206189.0,38078.0
Furniture,Mar,249785.0,45945.0
Office Supplies,Feb,586522.0,103994.0
Technology,Jul,217580.0,37392.0
Office Supplies,Dec,644842.0,111904.0
Furniture,Aug,215502.0,39275.0
Office Supplies,Jul,595493.0,108492.0
Office Supplies,Jun,562362.0,102926.0
Technology,Sep,197685.0,36028.0
Technology,Dec,274122.0,49206.0
Technology,Jun,233311.0,42759.0
Office Supplies,Jan,664943.0,114643.0
Technology,Aug,211242.0,37257.0
Technology,Oct,256540.0,43962.0
Technology,Jan,215730.0,39328.0
Office Supplies,Mar,638698.0,107089.0
Office Supplies,Aug,578509.0,102041.0
Office Supplies,Sep,564428.0,99621.0
Office Supplies,Oct,644474.0,113666.0
Furniture,Nov,200913.0,34771.0
Office Supplies,Nov,583147.0,99042.0
Technology,May,204677.0,34079.0
Furniture,Feb,167756.0,31339.0
Office Supplies,Apr,599779.0,104243.0
Furniture,Jan,198430.0,34552.0
Furniture,Jun,196336.0,33960.0
Technology,Nov,242429.0,43204.0
Technology,Mar,186219.0,31889.0
Technology,Feb,196231.0,32273.0
Furniture,Apr,214814.0,38196.0
Technology,Apr,277727.0,47589.0
Furniture,Dec,244183.0,44877.0
Office Supplies,May,651587.0,116568.0
Furniture,Jul,185625.0,32910.0
Furniture,May,200524.0,37262.0
