state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,116,1
Alabama,Binders,76,2
Alabama,Furnishings,53,3
Alabama,Storage,38,4
Alabama,Accessories,35,5
Alabama,Art,35,5
Alabama,Phones,33,7
Alabama,Chairs,31,8
Alabama,Appliances,28,9
Alabama,Envelopes,25,10
Alabama,Tables,18,11
Alabama,Bookcases,16,12
Alabama,Labels,16,12
Alabama,Fasteners,9,14
Alabama,Copiers,8,15
Alabama,Supplies,3,16
Arizona,Paper,360,1
Arizona,Binders,321,2
Arizona,Furnishings,308,3
Arizona,Phones,287,4
Arizona,Art,246,5
Arizona,Accessories,213,6
Arizona,Storage,209,7
Arizona,Appliances,145,8
Arizona,Labels,142,9
Arizona,Chairs,138,10
Arizona,Bookcases,91,11
Arizona,Machines,90,12
Arizona,Tables,89,13
Arizona,Envelopes,88,14
Arizona,Fasteners,44,15
Arizona,Supplies,44,15
Arizona,Copiers,23,17
Arkansas,Furnishings,53,1
Arkansas,Art,50,2
Arkansas,Phones,48,3
Arkansas,Paper,44,4
Arkansas,Binders,38,5
Arkansas,Storage,27,6
Arkansas,Labels,18,7
Arkansas,Fasteners,18,7
Arkansas,Appliances,16,9
Arkansas,Accessories,16,9
Arkansas,Chairs,13,11
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2652,1
California,Binders,2147,2
California,Phones,1907,3
California,Furnishings,1792,4
California,Art,1771,5
California,Accessories,1519,6
California,Storage,1356,7
California,Appliances,1114,8
California,Chairs,912,9
California,Machines,757,10
California,Labels,737,11
California,Envelopes,602,12
California,Tables,589,13
California,Bookcases,571,14
California,Supplies,434,15
California,Fasteners,373,16
California,Copiers,121,17
Colorado,Binders,347,1
Colorado,Paper,335,2
Colorado,Furnishings,250,3
Colorado,Phones,247,4
Colorado,Art,201,5
Colorado,Storage,188,6
Colorado,Accessories,152,7
Colorado,Appliances,119,8
Colorado,Chairs,103,9
Colorado,Machines,102,10
Colorado,Labels,83,11
Colorado,Bookcases,82,12
Colorado,Envelopes,80,13
Colorado,Tables,78,14
Colorado,Supplies,62,15
Colorado,Fasteners,44,16
Colorado,Copiers,10,17
Connecticut,Phones,79,1
Connecticut,Furnishings,78,2
Connecticut,Binders,75,3
Connecticut,Paper,63,4
Connecticut,Accessories,62,5
Connecticut,Art,53,6
Connecticut,Storage,46,7
Connecticut,Appliances,45,8
Connecticut,Labels,44,9
Connecticut,Machines,24,10
Connecticut,Fasteners,23,11
Connecticut,Chairs,21,12
Connecticut,Tables,19,13
Connecticut,Bookcases,17,14
Connecticut,Envelopes,8,15
Connecticut,Supplies,8,15
Connecticut,Copiers,2,17
Delaware,Storage,121,1
Delaware,Paper,96,2
Delaware,Furnishings,90,3
Delaware,Accessories,78,4
Delaware,Phones,60,5
Delaware,Appliances,50,6
Delaware,Machines,47,7
Delaware,Binders,47,7
Delaware,Chairs,45,9
Delaware,Art,42,10
Delaware,Supplies,28,11
Delaware,Labels,23,12
Delaware,Envelopes,22,13
Delaware,Bookcases,20,14
Delaware,Fasteners,12,15
Delaware,Tables,9,16
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Fasteners,7,4
District of Columbia,Art,7,4
District of Columbia,Furnishings,7,4
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Accessories,2,10
District of Columbia,Appliances,2,10
Florida,Paper,555,1
Florida,Binders,453,2
Florida,Art,384,3
Florida,Phones,369,4
Florida,Furnishings,346,5
Florida,Accessories,309,6
Florida,Storage,248,7
Florida,Appliances,188,8
Florida,Chairs,177,9
Florida,Labels,164,10
Florida,Tables,131,11
Florida,Machines,121,12
Florida,Fasteners,101,13
Florida,Envelopes,89,14
Florida,Supplies,75,15
Florida,Bookcases,61,16
Florida,Copiers,15,17
Georgia,Binders,200,1
Georgia,Phones,197,2
Georgia,Paper,186,3
Georgia,Furnishings,128,4
Georgia,Art,126,5
Georgia,Appliances,91,6
Georgia,Storage,77,7
Georgia,Accessories,70,8
Georgia,Chairs,64,9
Georgia,Bookcases,62,10
Georgia,Tables,59,11
Georgia,Machines,52,12
Georgia,Labels,30,13
Georgia,Envelopes,28,14
Georgia,Supplies,22,15
Georgia,Fasteners,19,16
Georgia,Copiers,5,17
Illinois,Paper,624,1
Illinois,Binders,511,2
Illinois,Furnishings,483,3
Illinois,Phones,446,4
Illinois,Accessories,323,5
Illinois,Storage,287,6
Illinois,Art,285,7
Illinois,Chairs,267,8
Illinois,Appliances,226,9
Illinois,Machines,180,10
Illinois,Labels,160,11
Illinois,Bookcases,132,12
Illinois,Envelopes,117,13
Illinois,Tables,115,14
Illinois,Supplies,96,15
Illinois,Fasteners,93,16
Illinois,Copiers,27,17
Indiana,Paper,150,1
Indiana,Binders,126,2
Indiana,Accessories,111,3
Indiana,Phones,99,4
Indiana,Art,89,5
Indiana,Storage,81,6
Indiana,Furnishings,76,7
Indiana,Labels,57,8
Indiana,Appliances,45,9
Indiana,Chairs,39,10
Indiana,Machines,33,11
Indiana,Bookcases,31,12
Indiana,Supplies,30,13
Indiana,Envelopes,23,14
Indiana,Tables,15,15
Indiana,Fasteners,11,16
Indiana,Copiers,3,17
Iowa,Accessories,40,1
Iowa,Phones,37,2
Iowa,Paper,33,3
Iowa,Chairs,32,4
Iowa,Machines,25,5
Iowa,Binders,20,6
Iowa,Storage,19,7
Iowa,Art,16,8
Iowa,Furnishings,9,9
Iowa,Appliances,7,10
Iowa,Tables,5,11
Iowa,Labels,3,12
Iowa,Fasteners,3,12
Iowa,Supplies,3,12
Iowa,Envelopes,2,15
Kansas,Paper,76,1
Kansas,Art,59,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Fasteners,23,5
Kansas,Accessories,20,6
Kansas,Binders,18,7
Kansas,Furnishings,15,8
Kansas,Labels,14,9
Kansas,Tables,10,10
Kansas,Storage,9,11
Kansas,Appliances,9,11
Kansas,Supplies,9,11
Kansas,Bookcases,8,14
Kansas,Machines,8,14
Kansas,Copiers,2,16
Kentucky,Paper,311,1
Kentucky,Binders,210,2
Kentucky,Phones,202,3
Kentucky,Furnishings,193,4
Kentucky,Art,183,5
Kentucky,Appliances,142,6
Kentucky,Storage,139,7
Kentucky,Accessories,131,8
Kentucky,Chairs,106,9
Kentucky,Labels,66,10
Kentucky,Envelopes,60,11
Kentucky,Fasteners,59,12
Kentucky,Machines,58,13
Kentucky,Bookcases,54,14
Kentucky,Tables,41,15
Kentucky,Supplies,37,16
Kentucky,Copiers,15,17
Louisiana,Art,100,1
Louisiana,Binders,83,2
Louisiana,Paper,68,3
Louisiana,Phones,59,4
Louisiana,Storage,48,5
Louisiana,Chairs,46,6
Louisiana,Accessories,38,7
Louisiana,Furnishings,36,8
Louisiana,Envelopes,25,9
Louisiana,Appliances,24,10
Louisiana,Fasteners,22,11
Louisiana,Labels,19,12
Louisiana,Machines,15,13
Louisiana,Tables,14,14
Louisiana,Bookcases,12,15
Louisiana,Supplies,7,16
Maryland,Phones,53,1
Maryland,Storage,47,2
Maryland,Furnishings,39,3
Maryland,Binders,25,4
Maryland,Paper,19,5
Maryland,Appliances,17,6
Maryland,Supplies,16,7
Maryland,Art,15,8
Maryland,Labels,14,9
Maryland,Fasteners,13,10
Maryland,Bookcases,10,11
Maryland,Accessories,9,12
Maryland,Tables,9,12
Maryland,Machines,9,12
Maryland,Chairs,7,15
Maryland,Copiers,6,16
Maryland,Envelopes,3,17
Massachusetts,Paper,156,1
Massachusetts,Binders,149,2
Massachusetts,Furnishings,131,3
Massachusetts,Phones,116,4
Massachusetts,Art,103,5
Massachusetts,Accessories,75,6
Massachusetts,Storage,68,7
Massachusetts,Appliances,66,8
Massachusetts,Fasteners,53,9
Massachusetts,Chairs,53,9
Massachusetts,Labels,52,11
Massachusetts,Tables,51,12
Massachusetts,Machines,44,13
Massachusetts,Bookcases,37,14
Massachusetts,Envelopes,36,15
Massachusetts,Supplies,21,16
Massachusetts,Copiers,2,17
Michigan,Phones,236,1
Michigan,Paper,219,2
Michigan,Art,183,3
Michigan,Storage,182,4
Michigan,Binders,179,5
Michigan,Furnishings,161,6
Michigan,Accessories,154,7
Michigan,Appliances,99,8
Michigan,Labels,89,9
Michigan,Bookcases,73,10
Michigan,Chairs,68,11
Michigan,Machines,60,12
Michigan,Tables,58,13
Michigan,Envelopes,33,14
Michigan,Supplies,25,15
Michigan,Fasteners,22,16
Michigan,Copiers,21,17
Minnesota,Paper,188,1
Minnesota,Phones,181,2
Minnesota,Binders,157,3
Minnesota,Storage,131,4
Minnesota,Art,114,5
Minnesota,Appliances,109,6
Minnesota,Furnishings,106,7
Minnesota,Accessories,100,8
Minnesota,Chairs,70,9
Minnesota,Bookcases,65,10
Minnesota,Tables,62,11
Minnesota,Envelopes,62,11
Minnesota,Labels,56,13
Minnesota,Machines,42,14
Minnesota,Fasteners,28,15
Minnesota,Supplies,6,16
Mississippi,Paper,112,1
Mississippi,Furnishings,79,2
Mississippi,Accessories,64,3
Mississippi,Phones,64,3
Mississippi,Binders,60,5
Mississippi,Storage,44,6
Mississippi,Art,41,7
Mississippi,Bookcases,31,8
Mississippi,Supplies,20,9
Mississippi,Labels,20,9
Mississippi,Tables,19,11
Mississippi,Chairs,17,12
Mississippi,Appliances,16,13
Mississippi,Machines,13,14
Mississippi,Fasteners,10,15
Mississippi,Envelopes,8,16
Mississippi,Copiers,5,17
Missouri,Binders,116,1
Missouri,Furnishings,95,2
Missouri,Accessories,82,3
Missouri,Paper,76,4
Missouri,Phones,66,5
Missouri,Storage,54,6
Missouri,Tables,38,7
Missouri,Chairs,32,8
Missouri,Art,30,9
Missouri,Appliances,27,10
Missouri,Machines,26,11
Missouri,Supplies,20,12
Missouri,Labels,15,13
Missouri,Fasteners,12,14
Missouri,Envelopes,12,14
Missouri,Copiers,7,16
Missouri,Bookcases,5,17
Nebraska,Paper,13,1
Nebraska,Chairs,9,2
Nebraska,Phones,5,3
Nebraska,Machines,4,4
Nebraska,Art,4,4
Nebraska,Bookcases,3,6
Nebraska,Accessories,2,7
Nevada,Paper,60,1
Nevada,Phones,40,2
Nevada,Furnishings,26,3
Nevada,Chairs,24,4
Nevada,Appliances,17,5
Nevada,Binders,13,6
Nevada,Storage,9,7
Nevada,Art,8,8
Nevada,Labels,6,9
Nevada,Fasteners,5,10
Nevada,Accessories,4,11
Nevada,Supplies,3,12
Nevada,Bookcases,3,12
Nevada,Machines,2,14
Nevada,Tables,1,15
New Hampshire,Paper,48,1
New Hampshire,Art,48,1
New Hampshire,Phones,31,3
New Hampshire,Storage,29,4
New Hampshire,Binders,29,4
New Hampshire,Chairs,27,6
New Hampshire,Furnishings,23,7
New Hampshire,Accessories,18,8
New Hampshire,Appliances,12,9
New Hampshire,Supplies,12,9
New Hampshire,Envelopes,11,11
New Hampshire,Machines,11,11
New Hampshire,Bookcases,10,13
New Hampshire,Tables,7,14
New Hampshire,Fasteners,7,14
New Hampshire,Labels,1,16
New Jersey,Paper,318,1
New Jersey,Phones,206,2
New Jersey,Binders,204,3
New Jersey,Storage,129,4
New Jersey,Furnishings,129,4
New Jersey,Art,121,6
New Jersey,Appliances,118,7
New Jersey,Accessories,115,8
New Jersey,Chairs,66,9
New Jersey,Machines,66,9
New Jersey,Bookcases,47,11
New Jersey,Supplies,41,12
New Jersey,Tables,39,13
New Jersey,Envelopes,33,14
New Jersey,Fasteners,26,15
New Jersey,Labels,23,16
New Jersey,Copiers,15,17
New Mexico,Phones,19,1
New Mexico,Binders,15,2
New Mexico,Fasteners,9,3
