region,month_name,total_sales
South,Mar,155552.0
Central,Sep,167331.0
South,Aug,135988.0
South,Jan,135978.0
East,Jun,182297.0
West,Jan,240513.0
South,Apr,125731.0
East,Apr,213916.0
East,Nov,214440.0
Central,Dec,167157.0
West,Oct,230498.0
Central,May,181354.0
Central,Jun,161914.0
East,Mar,213940.0
Central,Aug,170544.0
East,Oct,258409.0
Central,Oct,168154.0
South,Nov,134782.0
West,Jun,207152.0
Central,Apr,185402.0
South,Jul,97280.0
West,Jul,219758.0
West,Nov,234606.0
Central,Mar,209344.0
East,Jan,227701.0
West,Apr,216178.0
East,Sep,200538.0
East,Dec,232182.0
South,Jun,122597.0
East,Jul,202997.0
East,May,217475.0
South,Sep,135620.0
West,Aug,207008.0
South,Oct,163278.0
Central,Jul,172998.0
Central,Jan,161786.0
East,Aug,213025.0
Central,Nov,158912.0
South,Feb,147223.0
West,Mar,219360.0
Central,Feb,177724.0
South,Dec,156332.0
East,Feb,209331.0
South,May,157313.0
West,Dec,273146.0
West,Sep,203486.0
West,May,199767.0
West,Feb,160986.0
