segment,month_name,total_sales,total_profit
Corporate,Oct,313902.0,54901.0
Home Office,Jul,197387.0,36243.0
Consumer,Jul,460450.0,82065.0
Corporate,Mar,278035.0,47068.0
Consumer,Nov,430020.0,75456.0
Home Office,Aug,160127.0,27974.0
Consumer,Aug,474341.0,85493.0
Corporate,Aug,270790.0,46673.0
Home Office,Apr,170555.0,30693.0
Consumer,Jun,455153.0,81158.0
Consumer,May,499689.0,89352.0
Home Office,Sep,143863.0,25282.0
Corporate,Jul,257888.0,46896.0
Corporate,Dec,335880.0,58670.0
Corporate,May,304068.0,53348.0
Corporate,Apr,300653.0,51343.0
Home Office,May,176750.0,32410.0
Home Office,Jan,173717.0,32153.0
Home Office,Jun,157404.0,29467.0
Consumer,Sep,488324.0,85552.0
Home Office,Mar,190507.0,30484.0
Consumer,Apr,522010.0,91924.0
Home Office,Nov,174318.0,30412.0
Home Office,Oct,188978.0,33274.0
Consumer,Dec,540820.0,97665.0
Corporate,Nov,329277.0,55475.0
Corporate,Sep,276427.0,49122.0
Corporate,Feb,281353.0,45919.0
Home Office,Feb,146680.0,26113.0
Consumer,Mar,525417.0,93577.0
Consumer,Oct,527787.0,93902.0
Corporate,Jan,351951.0,59014.0
Consumer,Jan,458711.0,80919.0
Corporate,Jun,303762.0,55208.0
Home Office,Dec,190201.0,32625.0
Consumer,Feb,435268.0,80186.0
