category,month,total_sales,total_profit
Furniture,Sep,195157.0,32690.0
Furniture,Oct,185396.0,34252.0
Furniture,Mar,222504.0,40876.0
Office Supplies,Feb,526742.0,92718.0
Technology,Jul,193214.0,33930.0
Office Supplies,Dec,586684.0,102042.0
Furniture,Aug,180484.0,32617.0
Office Supplies,Jul,527992.0,96945.0
Office Supplies,Jun,505440.0,92683.0
Technology,Sep,176835.0,32304.0
Technology,Dec,236987.0,41287.0
Technology,Jun,208962.0,38130.0
Office Supplies,Jan,586259.0,101245.0
Technology,Aug,194020.0,33947.0
Technology,Oct,239412.0,41092.0
Technology,Jan,196447.0,35795.0
Office Supplies,Mar,567385.0,95956.0
Office Supplies,Aug,509909.0,90188.0
Office Supplies,Sep,513662.0,90889.0
Office Supplies,Oct,573731.0,102148.0
Furniture,Nov,176690.0,29941.0
Office Supplies,Nov,512690.0,88221.0
Technology,May,187198.0,31175.0
Furniture,Feb,150411.0,28034.0
Office Supplies,Apr,513538.0,90979.0
Furniture,Jan,178837.0,31148.0
Furniture,Jun,182271.0,31361.0
Technology,Nov,220992.0,38975.0
Technology,Mar,171922.0,29215.0
Technology,Feb,165702.0,28033.0
Furniture,Apr,199234.0,35536.0
Technology,Apr,240532.0,40738.0
Furniture,Dec,202175.0,37648.0
Office Supplies,May,578225.0,103823.0
Furniture,Jul,163235.0,28852.0
Furniture,May,181008.0,33622.0
