region,month_name,total_sales
South,Mar,195085.0
South,Jan,180363.0
East,Apr,301980.0
East,Nov,273678.0
Central,May,222823.0
East,Mar,281586.0
Central,Oct,207014.0
South,Nov,175967.0
Central,Apr,223734.0
South,Jul,124004.0
Central,Mar,248049.0
East,Jan,294277.0
West,Apr,308065.0
East,Sep,250419.0
South,Sep,175287.0
West,Aug,250151.0
Central,Nov,200847.0
South,Feb,172410.0
West,Mar,281407.0
South,Dec,191498.0
East,Feb,267735.0
West,Dec,353816.0
West,Sep,284188.0
Central,Sep,205163.0
South,Aug,169765.0
East,Jun,263079.0
West,Jan,315267.0
South,Apr,167710.0
Central,Dec,231365.0
West,Oct,287454.0
Central,Jun,209649.0
Central,Aug,236280.0
East,Oct,340088.0
West,Jun,291606.0
West,Jul,295394.0
West,Nov,289825.0
East,Dec,304193.0
South,Jun,160689.0
East,Jul,275384.0
East,May,290852.0
South,Oct,207938.0
Central,Jul,225852.0
Central,Jan,215736.0
East,Aug,264057.0
Central,Feb,229496.0
South,May,197622.0
West,May,282132.0
West,Feb,201653.0
