segment,month_name,total_sales,total_profit
Corporate,Oct,303058.0,53083.0
Home Office,Jul,183350.0,33775.0
Consumer,Jul,431919.0,77329.0
Corporate,Mar,266780.0,44970.0
Consumer,Nov,410046.0,71663.0
Home Office,Aug,148851.0,26097.0
Consumer,Aug,455345.0,82212.0
Corporate,Aug,265163.0,45565.0
Home Office,Apr,161608.0,29108.0
Consumer,Jun,433447.0,77347.0
Consumer,May,466538.0,83163.0
Home Office,Sep,134376.0,23739.0
Corporate,Jul,248996.0,45394.0
Corporate,Dec,323017.0,56239.0
Corporate,May,294357.0,51535.0
Corporate,Apr,293763.0,50333.0
Home Office,May,157077.0,28401.0
Home Office,Jan,159474.0,29426.0
Home Office,Jun,148040.0,27784.0
Consumer,Sep,465994.0,81548.0
Home Office,Mar,175739.0,28306.0
Consumer,Apr,471396.0,83342.0
Home Office,Nov,163667.0,28599.0
Home Office,Oct,182249.0,31897.0
Consumer,Dec,485208.0,87106.0
Corporate,Nov,315244.0,52579.0
Corporate,Sep,263983.0,46959.0
Corporate,Feb,269814.0,44321.0
Home Office,Feb,140233.0,25166.0
Consumer,Mar,500626.0,89494.0
Consumer,Oct,488297.0,87681.0
Corporate,Jan,334505.0,56683.0
Consumer,Jan,436345.0,77224.0
Corporate,Jun,285634.0,51095.0
Home Office,Dec,170728.0,28133.0
Consumer,Feb,416329.0,76578.0
