segment,month_name,total_sales,total_profit
Corporate,Oct,350504.0,61580.0
Home Office,Jul,220917.0,40637.0
Consumer,Jul,531738.0,93275.0
Corporate,Mar,308232.0,52323.0
Consumer,Nov,504155.0,86828.0
Home Office,Aug,190543.0,34302.0
Consumer,Aug,551602.0,98601.0
Corporate,Aug,307372.0,52928.0
Home Office,Apr,202091.0,35268.0
Consumer,Jun,528107.0,95009.0
Consumer,May,583506.0,103593.0
Home Office,Sep,173229.0,30402.0
Corporate,Jul,299369.0,53951.0
Corporate,Dec,381920.0,66206.0
Corporate,May,341159.0,60630.0
Corporate,Apr,339848.0,58574.0
Home Office,May,204705.0,37442.0
Home Office,Jan,198466.0,36651.0
Home Office,Jun,179770.0,32972.0
Consumer,Sep,553020.0,98132.0
Home Office,Mar,223193.0,36778.0
Consumer,Apr,599082.0,105428.0
Home Office,Nov,197549.0,34807.0
Home Office,Oct,216850.0,38235.0
Consumer,Dec,626381.0,113125.0
Corporate,Nov,366018.0,63014.0
Corporate,Sep,313561.0,56057.0
Corporate,Feb,317187.0,52335.0
Home Office,Feb,167433.0,30037.0
Consumer,Mar,604190.0,106774.0
Consumer,Oct,588303.0,103423.0
Corporate,Jan,407225.0,68708.0
Consumer,Jan,527540.0,92970.0
Corporate,Jun,336384.0,60948.0
Home Office,Dec,216333.0,37438.0
Consumer,Feb,508873.0,93038.0
