region,month_name,total_sales
South,Mar,179289.0
South,Jan,144026.0
East,Apr,248910.0
East,Nov,235352.0
Central,May,195848.0
East,Mar,245087.0
Central,Oct,179663.0
South,Nov,141962.0
Central,Apr,199648.0
South,Jul,103064.0
Central,Mar,218616.0
East,Jan,259427.0
West,Apr,249804.0
East,Sep,220566.0
South,Sep,152498.0
West,Aug,219855.0
Central,Nov,175826.0
South,Feb,155974.0
West,Mar,249555.0
South,Dec,169575.0
East,Feb,232445.0
West,Dec,292183.0
West,Sep,232623.0
Central,Sep,185364.0
South,Aug,147671.0
East,Jun,213253.0
West,Jan,261972.0
South,Apr,144818.0
Central,Dec,190442.0
West,Oct,251084.0
Central,Jun,178189.0
Central,Aug,196485.0
East,Oct,296148.0
West,Jun,257990.0
West,Jul,239724.0
West,Nov,250705.0
East,Dec,255481.0
South,Jun,134353.0
East,Jul,224936.0
East,May,246054.0
South,Oct,177333.0
Central,Jul,198416.0
Central,Jan,178521.0
East,Aug,235213.0
Central,Feb,193884.0
South,May,167960.0
West,May,230961.0
West,Feb,174566.0
